id,prerequisite_id,dependent_id,prerequisite_name,dependent_name,explanation,source
07021b5d-aa80-40c3-90e8-3d364312ee50,d3ee2e55-ff8a-4999-a14b-66e374a499aa,86469948-9d4d-425e-88ee-87860ff70722,Sine of difference of angles formula,Product-to-sum formula for 2 cos A sin B,The product-to-sum formula for 2 cos A sin B uses both sine sum and difference formulas to express the product as a difference.,7_Leaving Cert Maths-Trig_Formulae.pdf
aaa9d01c-aed5-4000-a89e-dcdde9627c16,ba41cdcf-8c27-4482-a9fc-e711623efeb2,470b338e-71b1-4d00-9dd2-3786ee125c4e,Cosine of sum of angles formula,Sum-to-product formula for cos A + cos B,The sum-to-product formula for cos A + cos B is derived by expressing the sum of cosines in terms of cosine of sums and differences.,7_Leaving Cert Maths-Trig_Formulae.pdf
a6c5cd9a-20d9-4d54-b25b-b5249de9796b,20ce0182-5049-4cfd-9093-80829fa301f7,470b338e-71b1-4d00-9dd2-3786ee125c4e,Cosine of difference of angles formula,Sum-to-product formula for cos A + cos B,The sum-to-product formula for cos A + cos B uses both cosine sum and difference formulas to rewrite the sum as a product.,7_Leaving Cert Maths-Trig_Formulae.pdf
909aa8d4-c8a8-4172-a0a7-988b6d65abae,ba41cdcf-8c27-4482-a9fc-e711623efeb2,c4459ffd-6a8c-4986-bb06-4c97bb356b1b,Cosine of sum of angles formula,Sum-to-product formula for cos A – cos B,The sum-to-product formula for cos A – cos B is derived using cosine sum and difference formulas to express the difference as a product.,7_Leaving Cert Maths-Trig_Formulae.pdf
bb6029cd-e29c-41bc-87ff-c8f0efe20c15,20ce0182-5049-4cfd-9093-80829fa301f7,c4459ffd-6a8c-4986-bb06-4c97bb356b1b,Cosine of difference of angles formula,Sum-to-product formula for cos A – cos B,The sum-to-product formula for cos A – cos B uses both cosine sum and difference formulas to rewrite the difference as a product.,7_Leaving Cert Maths-Trig_Formulae.pdf
989d0eea-fc02-4c20-b732-d6e0b934426d,364ca2b9-e6de-4660-abba-646bf5dfdb7d,ee9aedfb-9c94-4eb1-a6e3-3f24a031fb1e,Sine of sum of angles formula,Sum-to-product formula for sin A + sin B,The sum-to-product formula for sin A + sin B is derived by expressing the sum of sines in terms of sine of sums and differences.,7_Leaving Cert Maths-Trig_Formulae.pdf
33036256-eb8a-4398-8ee5-43099273292c,d3ee2e55-ff8a-4999-a14b-66e374a499aa,ee9aedfb-9c94-4eb1-a6e3-3f24a031fb1e,Sine of difference of angles formula,Sum-to-product formula for sin A + sin B,The sum-to-product formula for sin A + sin B uses both sine sum and difference formulas to rewrite the sum as a product.,7_Leaving Cert Maths-Trig_Formulae.pdf
9be1dea3-f700-40bb-a9af-e706180d176e,364ca2b9-e6de-4660-abba-646bf5dfdb7d,b8b9bc42-6dbb-4510-b20b-b4a96aff733a,Sine of sum of angles formula,Sum-to-product formula for sin A – sin B,The sum-to-product formula for sin A – sin B is derived using sine sum and difference formulas to express the difference as a product.,7_Leaving Cert Maths-Trig_Formulae.pdf
2683fc63-7b74-4ee2-ab83-2d0114c3e8e3,d3ee2e55-ff8a-4999-a14b-66e374a499aa,b8b9bc42-6dbb-4510-b20b-b4a96aff733a,Sine of difference of angles formula,Sum-to-product formula for sin A – sin B,The sum-to-product formula for sin A – sin B uses both sine sum and difference formulas to rewrite the difference as a product.,7_Leaving Cert Maths-Trig_Formulae.pdf
11a6a8d3-0be9-452b-b10b-a72ea52cf403,e195b1fe-0b0a-4b58-8a79-96e7f871e499,fe2b5d94-d12e-464f-aed4-eb745f92baa9,"performing geometric constructions 4,5,10,13,15",drawing a circle of given radius,"Row 1 indicates students revisit constructions 4,5,10,13,15 and learn to draw a circle of given radius, implying the basic constructions are foundational to drawing a circle.",4_Curriculum csvs - Geometry&Trig.csv
91017a2f-6db5-49e3-97bf-51dc32146d5c,c0e7e9ea-082c-4d5f-b401-e0f1a4418fd3,fe2b5d94-d12e-464f-aed4-eb745f92baa9,use of straight edge for geometric constructions,drawing a circle of given radius,Row 1 lists use of instruments including straight edge and compass as necessary for drawing geometric diagrams such as circles.,4_Curriculum csvs - Geometry&Trig.csv
14bbfe7a-9945-4195-9183-20efe40479eb,f3dfca5b-0a04-40fc-81b0-3fad0fe963d8,fe2b5d94-d12e-464f-aed4-eb745f92baa9,use of compass for geometric constructions,drawing a circle of given radius,"Drawing a circle of given radius requires use of a compass, as stated in Row 1.",4_Curriculum csvs - Geometry&Trig.csv
35f7d080-7b31-45dc-ad6c-3683c12e5e0a,670f7f2f-49e2-4824-98c5-0c9ae92c1409,fe2b5d94-d12e-464f-aed4-eb745f92baa9,use of ruler for measurement in constructions,drawing a circle of given radius,"Accurate drawing of circles and other constructions requires measurement with a ruler, as indicated in Row 1.",4_Curriculum csvs - Geometry&Trig.csv
991c063f-1b1e-4552-b9ed-33aa7336211a,31c43c93-d99d-410e-8217-cd898519d638,62f7c963-2a32-43ec-8124-dab281c2dd87,use of protractor for angle measurement,performing geometric constructions 16-21,"Row 5 implies advanced constructions (16-21) require precise angle measurements, which depend on use of a protractor.",4_Curriculum csvs - Geometry&Trig.csv
b41b8241-d4fe-444e-b349-948fcfbb4704,62f7c963-2a32-43ec-8124-dab281c2dd87,8f788230-c1f9-45ba-a460-c9278cd39caa,performing geometric constructions 16-21,performing geometric construction 22,"Row 5 states students perform constructions 16-21 before performing construction 22, indicating a progression.",4_Curriculum csvs - Geometry&Trig.csv
771d4afd-7534-4ede-b1d3-8174f9e9d598,a1ba1b7c-347d-4a41-bf1a-815ba87c1a2c,54f4f9f0-8439-45e8-a5bf-9f0a7ec8efed,application of Pythagorean theorem in right-angled triangles,use of trigonometric ratios in right-angled triangles,"Row 3 shows students first apply Pythagoras theorem to solve right-angled triangle problems before using trigonometric ratios, indicating Pythagoras is foundational.",4_Curriculum csvs - Geometry&Trig.csv
3770837c-adaf-4172-b80c-302672c1ce72,a1ba1b7c-347d-4a41-bf1a-815ba87c1a2c,66e6e64e-53ab-4f84-a609-8e409bbce141,application of Pythagorean theorem in right-angled triangles,solving problems using the sine and cosine rules,"Row 7 indicates students use Pythagorean theorem before solving problems with sine and cosine rules, which generalize triangle solutions.",4_Curriculum csvs - Geometry&Trig.csv
ef15a31d-82bf-498f-8406-6539bbe6f29f,8d8348ef-1fb7-4736-8858-ad5d0638d501,01d07e61-5252-4db2-9aa3-57c88422aaaf,defining sin θ and cos θ for all values of θ,"deriving the trigonometric formulae 1, 2, 3, 4, 5, 6, 7, 9",Row 7 shows that defining sine and cosine for all angles is necessary before deriving trigonometric identities and formulae.,4_Curriculum csvs - Geometry&Trig.csv
05d72929-5717-4f1f-ae25-86a0d1dcdd79,01d07e61-5252-4db2-9aa3-57c88422aaaf,ee807fe2-e0a0-4960-a950-d54cdf17b206,"deriving the trigonometric formulae 1, 2, 3, 4, 5, 6, 7, 9",applying the trigonometric formulae 1-24,"Row 7 states that after deriving initial formulae, students apply them, indicating derivation precedes application.",4_Curriculum csvs - Geometry&Trig.csv
be2f0ad4-529f-434d-a2a8-cc3590d818ff,d5467e19-8a4c-4edf-9403-0635317ce8b9,7202d7b1-e2d8-4a13-9732-49b63347f2d9,co-ordinating the plane,representing linear relationships graphically,"Row 2 shows students learn to coordinate the plane before representing linear relationships graphically, implying understanding coordinates is foundational.",4_Curriculum csvs - Geometry&Trig.csv
762c53a0-bb0e-4d21-8b37-665a32207c83,7202d7b1-e2d8-4a13-9732-49b63347f2d9,76c382a4-86ac-47a5-ae17-e38b4e718711,representing linear relationships graphically,equivalence of slope and rate of change,"Row 2 indicates that after graphing linear relationships, students understand slope as rate of change, showing graphical representation precedes this concept.",4_Curriculum csvs - Geometry&Trig.csv
fe364c33-88b3-417b-b163-590f1eac88c0,76c382a4-86ac-47a5-ae17-e38b4e718711,16bd5065-b370-41d7-9cfe-27bd6c6e6539,equivalence of slope and rate of change,finding point of intersection of two linear relationships,Row 2 suggests understanding slope and rate of change is needed before finding intersections of linear graphs.,4_Curriculum csvs - Geometry&Trig.csv
58c30f0d-6017-4f65-8327-d7fa12cd917d,ae99b705-e63c-411a-8531-478833b8db13,88fab7a0-d594-4306-9ea3-f469c71c4465,locating axes of symmetry in simple shapes,recognition of images under axial symmetry,"Row 4 shows students first locate axes of symmetry before recognizing images under axial symmetry, indicating the former is prerequisite.",4_Curriculum csvs - Geometry&Trig.csv
1c46bfc2-0bd4-442f-b9cd-cfc5c99fc884,d39dbcdd-014e-4384-931e-01ad11a9fe7e,b2a6fff8-1120-43bb-ab6e-b8a7f90efe75,recognition of images under translation,recognition of images under central symmetry,"Row 4 lists translations before central symmetry, implying understanding translations is foundational to central symmetry.",4_Curriculum csvs - Geometry&Trig.csv
b488e3b8-7921-4b1e-b40a-e0b3926dabea,b2a6fff8-1120-43bb-ab6e-b8a7f90efe75,c1d82388-b77e-4771-8dff-a65a2e82a5ea,recognition of images under central symmetry,recognition of images under rotation,"Row 4 presents central symmetry before rotation, suggesting central symmetry knowledge precedes rotation recognition.",4_Curriculum csvs - Geometry&Trig.csv
623206db-9705-4719-accd-0bba34341de7,1a62b60c-7f37-48c2-90f6-125562e6e4fb,d9fcaeaa-01b1-415c-8e72-c79a933a6238,"scale factor in enlargements (0<k<1, k>1, k ∈ Q)",investigation of enlargements and effects on area,"Row 4 emphasizes understanding scale factor k before investigating enlargements and their effect on area, showing scale factor is foundational.",4_Curriculum csvs - Geometry&Trig.csv
3a4f4c9b-4ebd-4998-b6bf-2dbaf9dd8575,14d7040a-0123-412a-871a-a4e1ad4198e1,d9fcaeaa-01b1-415c-8e72-c79a933a6238,center of enlargement in scaling transformations,investigation of enlargements and effects on area,Row 4 states that knowledge of the center of enlargement is necessary to investigate enlargements and area effects.,4_Curriculum csvs - Geometry&Trig.csv
6644f4f4-dfec-4502-b7dc-99476a57875e,c33b3752-d423-45df-8262-a48fc6154d79,50decc56-9852-4820-9e3f-5598466d0357,Irrational numbers,Complex numbers,"Understanding irrational numbers is foundational before learning complex numbers, as complex numbers extend the number system beyond real numbers, which include rationals and irrationals.",91_Texts and tests 5 Index.pdf
168c1a88-3129-490d-bff1-3ecfb229c988,50decc56-9852-4820-9e3f-5598466d0357,c50226fb-1b31-4578-885d-0c82b9ff30d2,Complex numbers,Division of complex numbers,"Before dividing complex numbers, one must understand what complex numbers are and their algebraic form.",91_Texts and tests 5 Index.pdf
93028891-a999-4466-848a-8cdb6dc0546b,50decc56-9852-4820-9e3f-5598466d0357,73efb12c-5d78-4c5f-ad38-e1634b359eca,Complex numbers,Equality of complex numbers,"To determine equality of complex numbers, one must first understand the structure and components of complex numbers.",91_Texts and tests 5 Index.pdf
27e8f116-2964-436a-8f86-b66364aa0fd0,50decc56-9852-4820-9e3f-5598466d0357,6fa52f0c-835a-4ad0-9d91-198d0a421637,Complex numbers,Argand diagram,"The Argand diagram represents complex numbers graphically, so understanding complex numbers is necessary before learning their geometric representation.",91_Texts and tests 5 Index.pdf
1ea0abf4-cd15-4968-8c3f-c386976b32f2,6fa52f0c-835a-4ad0-9d91-198d0a421637,61080b4e-60f1-4c08-9049-5a50c1ae92c4,Argand diagram,Modulus of a complex number,"The modulus is the distance of a complex number from the origin in the Argand diagram, so understanding the Argand diagram is required first.",91_Texts and tests 5 Index.pdf
4ef45302-ddca-4c91-a9ae-46e208147f11,50decc56-9852-4820-9e3f-5598466d0357,4169f9bc-cec2-4a10-9b8a-d9005abe0fc3,Complex numbers,Transformations of complex numbers,Transformations such as rotation or dilation of complex numbers require understanding their algebraic and geometric forms.,91_Texts and tests 5 Index.pdf
af81cbf2-9c96-4e7e-80a2-2061d195b9f6,50decc56-9852-4820-9e3f-5598466d0357,8bd3f461-bcd9-468f-8333-5bf1dd44f516,Complex numbers,Conjugate roots theorem,"The conjugate roots theorem involves complex roots of polynomials, so knowledge of complex numbers is essential.",91_Texts and tests 5 Index.pdf
92c5ab33-1519-435b-a9a4-9101129c741a,50decc56-9852-4820-9e3f-5598466d0357,103ec40a-ddbb-49c1-8919-3c9c00458db8,Complex numbers,Polar form of a complex number,"Polar form represents complex numbers in terms of magnitude and angle, requiring prior understanding of complex numbers.",91_Texts and tests 5 Index.pdf
a7fd2230-0756-4773-be39-d41904b31b5f,103ec40a-ddbb-49c1-8919-3c9c00458db8,50decc56-9852-4820-9e3f-5598466d0357,Polar form of a complex number,Complex numbers,Multiplying and dividing complex numbers in polar form requires understanding the polar representation first.,91_Texts and tests 5 Index.pdf
c4e25407-9105-492c-98d4-711410ddcba4,103ec40a-ddbb-49c1-8919-3c9c00458db8,170449d9-36fc-422e-a37b-b359b0be0bf2,Polar form of a complex number,De Moivre's theorem,"De Moivre's theorem uses the polar form to raise complex numbers to powers, so polar form must be understood first.",91_Texts and tests 5 Index.pdf
adcb5c86-0ac4-4280-8468-46b50fb1690e,170449d9-36fc-422e-a37b-b359b0be0bf2,a97f1d6a-3d0d-4fcf-a349-c6648ee4b23f,De Moivre's theorem,Applications of de Moivre's theorem,"Applications rely on the theorem itself, so understanding De Moivre's theorem is prerequisite.",91_Texts and tests 5 Index.pdf
ec7de017-36f2-47dc-9651-659fb0c64522,06c7885c-8824-4be7-a059-4dd1ca490319,531f25f8-263e-4405-8611-ee3696bc44ae,Enlargements,Constructions,Understanding enlargements (scaling transformations) provides foundational knowledge before performing geometric constructions involving scaling.,91_Texts and tests 5 Index.pdf
02323a7f-ad4b-42b0-ae62-1d12eed6b798,e4330328-dc70-4659-88c5-786a229698b0,0040b899-96f5-4e2a-8694-38bd1d03065f,Antidifferentiation,Integrating exponential and trigonometric functions,Integrating specific function types requires understanding the general process of antidifferentiation.,91_Texts and tests 5 Index.pdf
842e59b8-e0e7-4bb6-a45d-b1e849a42b97,0040b899-96f5-4e2a-8694-38bd1d03065f,f458c07c-6f81-4863-ad05-885f3ea671f6,Integrating exponential and trigonometric functions,Applications of integration,Applying integration techniques to solve problems requires prior knowledge of integrating these function types.,91_Texts and tests 5 Index.pdf
8d33c0b4-7f8b-410b-8d67-4260ef3b9ba4,f458c07c-6f81-4863-ad05-885f3ea671f6,cc7b82ed-9345-4250-a8ab-4ee3bcb5258e,Applications of integration,Definite integrals,Understanding applications of integration leads naturally to definite integrals which compute areas and other quantities over intervals.,91_Texts and tests 5 Index.pdf
520214f3-da06-4196-867c-8a417e14ccb1,cc7b82ed-9345-4250-a8ab-4ee3bcb5258e,607ed526-9c43-4bc7-af57-e8b4bf98a413,Definite integrals,Finding areas by integration,"Calculating areas under curves uses definite integrals, so definite integrals must be understood first.",91_Texts and tests 5 Index.pdf
4daba687-651d-4006-b0ea-a4a5e6f41aff,607ed526-9c43-4bc7-af57-e8b4bf98a413,ea8c2328-6269-46b0-a1ea-b71a5b5e4047,Finding areas by integration,Average value of a function,"The average value is calculated using the integral (area) over an interval, so area finding precedes average value calculation.",91_Texts and tests 5 Index.pdf
5027d29d-8112-4182-9124-3147937bbfc6,66d0e131-413f-4e4a-94d0-da9585174e52,7ef0994d-8cce-4e67-bbcc-1f819385eb03,Operations with natural numbers,Operations with integers,"Understanding arithmetic operations with natural numbers is necessary before extending these operations to integers, including negative numbers.",1_Curriculum csvs - Number.csv
da045651-c51c-4d93-8fda-5da35c84a787,7ef0994d-8cce-4e67-bbcc-1f819385eb03,85cc1574-2b64-40bd-aa32-f04c224efb4e,Operations with integers,Operations with rational numbers,"Mastery of operations with integers is required before performing arithmetic operations with rational numbers, which include fractions and decimals.",1_Curriculum csvs - Number.csv
982219bb-1886-42c8-9544-e5ce5af9ee51,a662e701-e257-47e7-a84e-a661226838a2,7ef0994d-8cce-4e67-bbcc-1f819385eb03,Properties of arithmetic,Operations with integers,"Understanding the fundamental properties of arithmetic (commutative, associative, distributive laws) supports performing operations with integers correctly.",1_Curriculum csvs - Number.csv
51a36a35-9920-4049-bffe-18cadad80195,a662e701-e257-47e7-a84e-a661226838a2,85cc1574-2b64-40bd-aa32-f04c224efb4e,Properties of arithmetic,Operations with rational numbers,Properties of arithmetic underpin the correct application of operations with rational numbers.,1_Curriculum csvs - Number.csv
7e1cdadd-6e28-42f9-85ec-4907798081cf,33a9125f-db43-4407-951d-0f6fae24d158,7ef0994d-8cce-4e67-bbcc-1f819385eb03,Order of operations,Operations with integers,Knowing the order in which operations are performed is essential for correctly solving expressions involving integers.,1_Curriculum csvs - Number.csv
ad328ee7-a461-4151-aaa8-ae34017d4de7,33a9125f-db43-4407-951d-0f6fae24d158,85cc1574-2b64-40bd-aa32-f04c224efb4e,Order of operations,Operations with rational numbers,The order of operations guides the correct evaluation of expressions involving rational numbers.,1_Curriculum csvs - Number.csv
3442a587-4f25-4a63-b41e-3468e37f52fd,f268143f-f0b1-40c4-a698-24049cfa9e2b,7ef0994d-8cce-4e67-bbcc-1f819385eb03,Number line representation,Operations with integers,"Using the number line helps illustrate and understand addition, subtraction, multiplication, and division with integers.",1_Curriculum csvs - Number.csv
a60bcd3f-1b10-4257-b25d-776ce07ce68e,f268143f-f0b1-40c4-a698-24049cfa9e2b,85cc1574-2b64-40bd-aa32-f04c224efb4e,Number line representation,Operations with rational numbers,The number line model supports understanding arithmetic operations with rational numbers.,1_Curriculum csvs - Number.csv
21fe34d6-eb53-47ad-96c6-13c20c7867d2,24c8b6cd-7719-4eed-a590-722cba0832fd,a708c4e1-7d4a-4353-b9c9-21a67b5d34f2,Natural numbers (N),Prime factorization,Understanding natural numbers is necessary before expressing numbers in terms of their prime factors.,1_Curriculum csvs - Number.csv
b01059a2-7138-48e7-8581-ae1460b06119,a708c4e1-7d4a-4353-b9c9-21a67b5d34f2,a708c4e1-7d4a-4353-b9c9-21a67b5d34f2,Prime factorization,Prime factorization,Prime factorization is the process used to express numbers as products of primes.,1_Curriculum csvs - Number.csv
e79ad520-9447-42c6-891c-ab829acde8a2,24c8b6cd-7719-4eed-a590-722cba0832fd,58d4c25d-934d-45f6-9b69-f0b896de9d40,Natural numbers (N),Arithmetic sequences,"Arithmetic sequences are defined as sequences of natural numbers with a constant difference, so understanding natural numbers is foundational.",1_Curriculum csvs - Number.csv
6dfca5e6-2dd7-4429-9be4-f76408af88ff,58d4c25d-934d-45f6-9b69-f0b896de9d40,b488a6ab-e4e3-4522-98a4-1d71f9abc8d9,Arithmetic sequences,Sum of n terms of an arithmetic series,The formula for the sum of n terms of an arithmetic series depends on understanding arithmetic sequences.,1_Curriculum csvs - Number.csv
3ae94049-ffbe-4c1b-ab55-dc3fa1c042a0,f5f8fcb6-f3be-4508-9906-8f65ab0db66d,c2b6e5a6-fc58-44df-b016-7b14e0738986,Geometric sequences,Sum of finite and infinite geometric series,Understanding geometric sequences is necessary before calculating sums of geometric series.,1_Curriculum csvs - Number.csv
5f14a7ab-16a9-4eba-8221-af34ef1c8fc7,dd7bbfd4-ad92-432b-8418-67e2a5909df5,c33b3752-d423-45df-8262-a48fc6154d79,"Number systems (N, Z, Q, R)",Irrational numbers,"Recognizing irrational numbers requires understanding the broader number systems including natural, integer, rational, and real numbers.",1_Curriculum csvs - Number.csv
3d313493-f72f-4271-8eac-14ccf95bf431,dd7bbfd4-ad92-432b-8418-67e2a5909df5,50decc56-9852-4820-9e3f-5598466d0357,"Number systems (N, Z, Q, R)",Complex numbers,"Complex numbers extend the real number system, so understanding real numbers is a prerequisite.",1_Curriculum csvs - Number.csv
e67370e9-f295-4bb9-a9f7-71999cf012e4,50decc56-9852-4820-9e3f-5598466d0357,61080b4e-60f1-4c08-9049-5a50c1ae92c4,Complex numbers,Modulus of a complex number,Calculating the modulus depends on understanding the components of complex numbers.,1_Curriculum csvs - Number.csv
5542f7ba-4e3c-45ed-920b-10f7f24ebc11,50decc56-9852-4820-9e3f-5598466d0357,6a036ef7-1076-41d7-980c-abe0efcfac6c,Complex numbers,Complex conjugate,The concept of complex conjugate is defined based on the rectangular form of complex numbers.,1_Curriculum csvs - Number.csv
0da30c5c-581a-4db1-884b-477107659663,6a036ef7-1076-41d7-980c-abe0efcfac6c,c50226fb-1b31-4578-885d-0c82b9ff30d2,Complex conjugate,Division of complex numbers,Division of complex numbers involves using the complex conjugate to rationalize denominators.,1_Curriculum csvs - Number.csv
b3b56eca-8291-4569-a28d-633e679b3db1,103ec40a-ddbb-49c1-8919-3c9c00458db8,2f2ba5f0-60ec-4abb-b990-47ac4aa4cec7,Polar form of a complex number,Products of complex numbers in polar form,"Multiplying complex numbers in polar form uses their magnitudes and angles, so understanding polar form is essential.",1_Curriculum csvs - Number.csv
4bcda405-e8ca-4ba1-8c51-4ccc09778e19,103ec40a-ddbb-49c1-8919-3c9c00458db8,07939508-eedc-44a9-8de0-489f2e5052e9,Polar form of a complex number,Quotients of complex numbers in polar form,Dividing complex numbers in polar form requires knowledge of their magnitudes and angles.,1_Curriculum csvs - Number.csv
f318e1bc-4b14-4eb7-bdd8-c0bedf77d796,dd7bbfd4-ad92-432b-8418-67e2a5909df5,6a12ddf1-7792-42af-b6c3-6b6e4907167b,"Number systems (N, Z, Q, R)",Scientific notation,"Scientific notation is a way to express non-zero positive rational numbers, so understanding these number systems is necessary.",1_Curriculum csvs - Number.csv
3b5a28b9-7ff4-46ee-b812-a3a7753da62c,a56fe48e-b1a1-4fa0-8741-9aa8a58b9889,c13025f4-fa32-4558-937b-cc7b1db09af0,Rules for indices,Logarithmic properties,"Logarithmic properties are derived from the rules of indices, so understanding indices is required first.",1_Curriculum csvs - Number.csv
07ee0590-e970-40d5-b9b3-9467b722571b,eabf6d83-53ba-4f08-8a84-5838d7f0fb57,c33b3752-d423-45df-8262-a48fc6154d79,natural numbers,Irrational numbers,"Rational numbers can be expressed as fractions, where the numerator is a natural number and the denominator is a non-zero integer.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
7e94dfe7-231b-48f2-b0e2-39a6cbacfe55,c33b3752-d423-45df-8262-a48fc6154d79,c33b3752-d423-45df-8262-a48fc6154d79,Irrational numbers,Irrational numbers,"Irrational numbers are defined as numbers that cannot be expressed as a ratio of two integers, thus they are distinct from rational numbers.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
2271c38f-cb52-487d-8606-d6f6de1f49e0,a1ba1b7c-347d-4a41-bf1a-815ba87c1a2c,6fb9abcb-f4c9-410d-ac72-e22142176528,application of Pythagorean theorem in right-angled triangles,constructing line segment of length √2 on number line,The construction of a line segment of length √2 relies on the application of the Pythagorean theorem to create a right triangle.,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
5718e5e5-36f2-4108-9936-ce64621e9a4d,50decc56-9852-4820-9e3f-5598466d0357,5cff4c99-d487-47c4-9751-c8841ee3d4c7,Complex numbers,imaginary numbers,"Imaginary numbers are defined as numbers that can be expressed in the form bi, where b is a real number, thus they are a subset of complex numbers.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
9c0e2f97-958d-4873-8076-4a8129c89f3f,6a036ef7-1076-41d7-980c-abe0efcfac6c,2d9bf4e0-5b24-4ed5-9d29-2ce4cacb0c64,Complex conjugate,division of complex numbers using conjugates,"The division of complex numbers requires the use of complex conjugates to rationalize the denominator, thus understanding the conjugate is essential.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
bd5a1102-ea62-4921-afdb-8e55c4ac051d,f458c07c-6f81-4863-ad05-885f3ea671f6,607ed526-9c43-4bc7-af57-e8b4bf98a413,Applications of integration,Finding areas by integration,Finding areas under curves using integration relies on understanding the fundamental principles of integration.,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
42fde69d-bdf1-4d0f-b0cb-77f8fd24542b,cc7b82ed-9345-4250-a8ab-4ee3bcb5258e,ea8c2328-6269-46b0-a1ea-b71a5b5e4047,Definite integrals,Average value of a function,"The average value of a function over an interval is calculated using definite integrals, thus understanding definite integrals is a prerequisite.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
