cycle_id,cycle_length,prerequisite_id,dependent_id,prerequisite_name,dependent_name,explanation,source
7,3,8010ddf4-5c83-49d4-ac3f-f12185620850,7cc0536e-738c-4762-b5c9-ae81ed82cbef,Cosine rule for triangle side lengths,Pythagorean theorem,"The cosine rule can be derived from the Pythagorean theorem, making it essential to understand the theorem to grasp the cosine rule's application in non-right triangles.",AI_node_analysis_20250707_033322
7,3,7cc0536e-738c-4762-b5c9-ae81ed82cbef,8010ddf4-5c83-49d4-ac3f-f12185620850,Pythagorean theorem,Cosine rule for triangle side lengths,"The Pythagorean theorem lays the groundwork for understanding the cosine rule, which generalizes the relationship between the sides and angles of triangles.",AI_node_analysis_20250707_033322
8,3,7cc0536e-738c-4762-b5c9-ae81ed82cbef,25add95a-d981-46b8-b762-063154393c24,Pythagorean theorem,angle in a semicircle,"The Pythagorean theorem is used to establish the relationship between the sides of a right triangle, which is essential for understanding the significance of the angle in a semicircle being a right angle.",AI_node_analysis_20250707_033611
8,3,25add95a-d981-46b8-b762-063154393c24,7cc0536e-738c-4762-b5c9-ae81ed82cbef,angle in a semicircle,Pythagorean theorem,"Understanding that an angle in a semicircle is a right angle relies on the properties of right triangles, which are fundamentally described by the Pythagorean theorem.",AI_node_analysis_20250707_033611
9,4,8010ddf4-5c83-49d4-ac3f-f12185620850,e75d0bed-17f7-4507-81a5-a075a68734a1,Cosine rule for triangle side lengths,theorems involving triangles and parallelograms,"The cosine rule is a specific application of triangle properties that contributes to the understanding of theorems involving triangles, thus establishing a prerequisite relationship.",AI_node_analysis_20250707_034804
9,4,e75d0bed-17f7-4507-81a5-a075a68734a1,487c12bf-b6c2-4e32-86cd-7d3c77436526,theorems involving triangles and parallelograms,ratio theorems in geometry,Ratio theorems in geometry rely on properties and theorems of triangles and parallelograms.,8_Texts and Tests 4 Index.pdf
9,4,487c12bf-b6c2-4e32-86cd-7d3c77436526,8010ddf4-5c83-49d4-ac3f-f12185620850,ratio theorems in geometry,Cosine rule for triangle side lengths,"The cosine rule relies on the concept of ratios in triangles, making the understanding of ratio theorems foundational for its application.",AI_node_analysis_20250707_034810
10,3,8010ddf4-5c83-49d4-ac3f-f12185620850,e75d0bed-17f7-4507-81a5-a075a68734a1,Cosine rule for triangle side lengths,theorems involving triangles and parallelograms,"The cosine rule is a specific application of triangle properties that contributes to the understanding of theorems involving triangles, thus establishing a prerequisite relationship.",AI_node_analysis_20250707_034804
10,3,e75d0bed-17f7-4507-81a5-a075a68734a1,8010ddf4-5c83-49d4-ac3f-f12185620850,theorems involving triangles and parallelograms,Cosine rule for triangle side lengths,"The cosine rule is derived from the properties of triangles, particularly in relation to angles and sides, making theorems about triangles foundational for its application.",AI_node_analysis_20250707_034804
11,3,e75d0bed-17f7-4507-81a5-a075a68734a1,0a33014b-6956-4651-b53e-0b197abdcd23,theorems involving triangles and parallelograms,Properties of parallelograms,"Theorems about triangles often relate to the properties of parallelograms, such as congruence and parallelism, establishing a foundational relationship.",AI_node_analysis_20250707_034804
11,3,0a33014b-6956-4651-b53e-0b197abdcd23,e75d0bed-17f7-4507-81a5-a075a68734a1,Properties of parallelograms,theorems involving triangles and parallelograms,"Knowledge of parallelogram properties is essential for understanding theorems that involve both triangles and parallelograms, as they often share geometric relationships.",AI_node_analysis_20250707_034804
12,3,6b0d52e2-0910-4543-b67a-df64660016f6,4a2d1702-374a-48c5-992d-3079f913d2f4,Double angle formula for tangent (tan 2A),Tangent of angle sum formula,"The double angle formula for tangent can be derived from the tangent of angle sum formula, as it expresses tan 2A in terms of tan A, thus requiring understanding of the angle sum formula as a foundational concept.",AI_node_analysis_20250707_012553
12,3,4a2d1702-374a-48c5-992d-3079f913d2f4,6b0d52e2-0910-4543-b67a-df64660016f6,Tangent of angle sum formula,Double angle formula for tangent (tan 2A),"The double angle formula for tangent can be derived by applying the tangent of angle sum formula with equal angles (A + A), so the sum formula is a prerequisite.",7_Leaving Cert Maths-Trig_Formulae.pdf
13,3,4a2d1702-374a-48c5-992d-3079f913d2f4,3a27c8ea-e142-4d15-a239-8e827b5dd4f8,Tangent of angle sum formula,Sine of angle sum formula,"The tangent of angle sum formula (tan(A + B) = (tan A + tan B) / (1 - tan A tan B) ) relies on the sine and cosine of the angle sum formulas, as tangent is defined as the ratio of sine to cosine. Understanding the sine of angle sum formula is essential for deriving the tangent of angle sum formula.",AI_node_analysis_20250707_012527
13,3,3a27c8ea-e142-4d15-a239-8e827b5dd4f8,4a2d1702-374a-48c5-992d-3079f913d2f4,Sine of angle sum formula,Tangent of angle sum formula,"The tangent of angle sum formula can be expressed in terms of the sine and cosine of the angles involved, which are defined by the sine of angle sum formula, indicating that understanding the sine formula is necessary for grasping the tangent formula.",AI_node_analysis_20250707_012516
14,3,f6429b2f-66ea-432e-ab47-e492b52af3c2,6b0d52e2-0910-4543-b67a-df64660016f6,Double angle formula for cosine (cos 2A),Double angle formula for tangent (tan 2A),"The double angle formula for cosine is foundational for understanding the double angle formula for tangent, as it provides the necessary cosine component in the tangent expression.",AI_node_analysis_20250707_012553
14,3,6b0d52e2-0910-4543-b67a-df64660016f6,f6429b2f-66ea-432e-ab47-e492b52af3c2,Double angle formula for tangent (tan 2A),Double angle formula for cosine (cos 2A),"The double angle formula for tangent also involves the double angle formula for cosine, as it uses cos 2A in its derivation, indicating that knowledge of the cosine double angle formula is necessary.",AI_node_analysis_20250707_012553
15,3,39b22619-da33-4853-91b5-41a85db74da8,f6429b2f-66ea-432e-ab47-e492b52af3c2,Pythagorean identity for sine and cosine,Double angle formula for cosine (cos 2A),"The double angle formula for cosine (cos 2A = cos²A – sin²A) directly uses the squares of sine and cosine, which are related by the Pythagorean identity.",7_Leaving Cert Maths-Trig_Formulae.pdf
15,3,f6429b2f-66ea-432e-ab47-e492b52af3c2,39b22619-da33-4853-91b5-41a85db74da8,Double angle formula for cosine (cos 2A),Pythagorean identity for sine and cosine,"The double angle formula can be derived using the Pythagorean identity, as it involves the squares of sine and cosine, establishing a foundational relationship between these concepts.",AI_node_analysis_20250707_012609
16,3,777085df-4b4d-4a4d-9f89-2013fb396e6f,56aa7868-7d61-454b-971e-158aa1f79743,Sum-to-product formula for cos A + cos B,Product-to-sum formula for 2 cos A cos B,"The sum-to-product formula for cos A + cos B is closely related to the product-to-sum formula for 2 cos A cos B, as both involve transformations between sums and products of trigonometric functions, indicating a prerequisite relationship.",AI_node_analysis_20250707_012645
16,3,56aa7868-7d61-454b-971e-158aa1f79743,777085df-4b4d-4a4d-9f89-2013fb396e6f,Product-to-sum formula for 2 cos A cos B,Sum-to-product formula for cos A + cos B,"The sum-to-product formula for cos A + cos B expresses the sum in terms of products of cosines of half-angles, which is conceptually related to product-to-sum formulas and likely builds on them.",7_Leaving Cert Maths-Trig_Formulae.pdf
17,3,deec1eb8-1f35-4e82-8568-35a898dea18d,777085df-4b4d-4a4d-9f89-2013fb396e6f,Sum-to-product formula for cos A – cos B,Sum-to-product formula for cos A + cos B,"The sum-to-product formula for cos A – cos B is conceptually related to the sum-to-product formula for cos A + cos B, as both involve transforming trigonometric sums into products, indicating that understanding one enhances comprehension of the other.",AI_node_analysis_20250707_012653
17,3,777085df-4b4d-4a4d-9f89-2013fb396e6f,deec1eb8-1f35-4e82-8568-35a898dea18d,Sum-to-product formula for cos A + cos B,Sum-to-product formula for cos A – cos B,"Similarly, the sum-to-product formula for cos A + cos B can be derived using the principles established in the sum-to-product formula for cos A – cos B, indicating a reciprocal relationship in understanding these formulas.",AI_node_analysis_20250707_012653
18,3,f6429b2f-66ea-432e-ab47-e492b52af3c2,deec1eb8-1f35-4e82-8568-35a898dea18d,Double angle formula for cosine (cos 2A),Sum-to-product formula for cos A – cos B,"The double angle formula for cosine can also be expressed in terms of the sum-to-product formulas, indicating that knowledge of the double angle formula supports understanding the sum-to-product formula.",AI_node_analysis_20250707_012653
18,3,deec1eb8-1f35-4e82-8568-35a898dea18d,f6429b2f-66ea-432e-ab47-e492b52af3c2,Sum-to-product formula for cos A – cos B,Double angle formula for cosine (cos 2A),"The sum-to-product formula for cos A – cos B can be used to derive the double angle formula for cosine, establishing a prerequisite relationship where understanding the sum-to-product formula aids in grasping the double angle formula.",AI_node_analysis_20250707_012653
19,3,4f6f2bd8-5978-4517-b171-07d048903fd9,7fbf204e-dccd-4f27-a4ae-e00f526c21b8,solving trigonometric equations sin nθ = 0,general solutions of trigonometric equations,"Understanding how to solve the specific case of sin nθ = 0 is foundational for grasping the broader concept of finding general solutions for various trigonometric equations, as it introduces the idea of periodicity and the methods used to derive general solutions.",AI_node_analysis_20250707_013537
19,3,7fbf204e-dccd-4f27-a4ae-e00f526c21b8,4f6f2bd8-5978-4517-b171-07d048903fd9,general solutions of trigonometric equations,solving trigonometric equations sin nθ = 0,"The concept of general solutions provides the necessary framework and techniques that are directly applied when solving specific trigonometric equations like sin nθ = 0, making it essential for understanding how to approach such problems.",AI_node_analysis_20250707_013537
20,3,7fbf204e-dccd-4f27-a4ae-e00f526c21b8,16e500a9-342b-4045-b057-54454116714c,general solutions of trigonometric equations,solving trigonometric equations cos nθ = 1/2,"The concept of general solutions provides the necessary framework and methods that are directly applicable to solving specific trigonometric equations like cos nθ = 1/2, making it easier to find all solutions.",AI_node_analysis_20250707_013544
20,3,16e500a9-342b-4045-b057-54454116714c,7fbf204e-dccd-4f27-a4ae-e00f526c21b8,solving trigonometric equations cos nθ = 1/2,general solutions of trigonometric equations,"Understanding how to solve the specific equation cos nθ = 1/2 is foundational for grasping the broader concept of finding general solutions for trigonometric equations, as it involves similar techniques and reasoning.",AI_node_analysis_20250707_013544
21,6,39b22619-da33-4853-91b5-41a85db74da8,4f6f2bd8-5978-4517-b171-07d048903fd9,Pythagorean identity for sine and cosine,solving trigonometric equations sin nθ = 0,"The Pythagorean identity is fundamental in understanding the relationships between sine and cosine, which can be useful in manipulating and solving equations involving sine, including sin nθ = 0.",AI_node_analysis_20250707_013537
21,6,4f6f2bd8-5978-4517-b171-07d048903fd9,7fbf204e-dccd-4f27-a4ae-e00f526c21b8,solving trigonometric equations sin nθ = 0,general solutions of trigonometric equations,"Understanding how to solve the specific case of sin nθ = 0 is foundational for grasping the broader concept of finding general solutions for various trigonometric equations, as it introduces the idea of periodicity and the methods used to derive general solutions.",AI_node_analysis_20250707_013537
21,6,7fbf204e-dccd-4f27-a4ae-e00f526c21b8,193b38bb-8d2b-4956-9cf1-dedf125dda22,general solutions of trigonometric equations,inverse trigonometric functions and notation,"Knowledge of inverse trigonometric functions is crucial for finding general solutions to trigonometric equations, establishing a prerequisite relationship.",AI_node_analysis_20250707_034635
21,6,193b38bb-8d2b-4956-9cf1-dedf125dda22,b1ac786d-2429-47e9-a4f6-74a5435024c2,inverse trigonometric functions and notation,definition of sine and cosine for all angle values,"Understanding inverse trigonometric functions requires knowledge of the definitions of sine and cosine, as these functions are foundational to determining angles from given ratios.",AI_node_analysis_20250707_030008
21,6,b1ac786d-2429-47e9-a4f6-74a5435024c2,39b22619-da33-4853-91b5-41a85db74da8,definition of sine and cosine for all angle values,Pythagorean identity for sine and cosine,The Pythagorean identity is derived from the unit circle definition of sine and cosine.,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
22,5,4f6f2bd8-5978-4517-b171-07d048903fd9,7fbf204e-dccd-4f27-a4ae-e00f526c21b8,solving trigonometric equations sin nθ = 0,general solutions of trigonometric equations,"Understanding how to solve the specific case of sin nθ = 0 is foundational for grasping the broader concept of finding general solutions for various trigonometric equations, as it introduces the idea of periodicity and the methods used to derive general solutions.",AI_node_analysis_20250707_013537
22,5,7fbf204e-dccd-4f27-a4ae-e00f526c21b8,193b38bb-8d2b-4956-9cf1-dedf125dda22,general solutions of trigonometric equations,inverse trigonometric functions and notation,"Knowledge of inverse trigonometric functions is crucial for finding general solutions to trigonometric equations, establishing a prerequisite relationship.",AI_node_analysis_20250707_034635
22,5,193b38bb-8d2b-4956-9cf1-dedf125dda22,b1ac786d-2429-47e9-a4f6-74a5435024c2,inverse trigonometric functions and notation,definition of sine and cosine for all angle values,"Understanding inverse trigonometric functions requires knowledge of the definitions of sine and cosine, as these functions are foundational to determining angles from given ratios.",AI_node_analysis_20250707_030008
22,5,b1ac786d-2429-47e9-a4f6-74a5435024c2,4f6f2bd8-5978-4517-b171-07d048903fd9,definition of sine and cosine for all angle values,solving trigonometric equations sin nθ = 0,"A solid understanding of the sine function's definition across all angles is crucial for solving equations like sin nθ = 0, as it allows students to comprehend the behavior of the sine function and its zeros.",AI_node_analysis_20250707_013537
23,3,39b22619-da33-4853-91b5-41a85db74da8,13aef3e9-189b-4dac-8804-dd0ca8169022,Pythagorean identity for sine and cosine,basic trigonometric identities,The Pythagorean identity serves as a foundational identity that supports the derivation and understanding of other basic trigonometric identities.,AI_node_analysis_20250707_025921
23,3,13aef3e9-189b-4dac-8804-dd0ca8169022,39b22619-da33-4853-91b5-41a85db74da8,basic trigonometric identities,Pythagorean identity for sine and cosine,"The basic trigonometric identities include the Pythagorean identity as a fundamental relationship, which is essential for understanding other identities.",AI_node_analysis_20250707_025921
24,3,6fd3577d-62e0-4ec2-b641-4c813bdf986b,59ebbd9c-14c3-4023-b402-b1553cbc5713,performing geometric constructions 16-21,geometric constructions,"The ability to perform specific geometric constructions (16-21) relies on the foundational knowledge of geometric constructions, which includes understanding how to use tools like a compass and straightedge effectively.",AI_node_analysis_20250707_013122
24,3,59ebbd9c-14c3-4023-b402-b1553cbc5713,6fd3577d-62e0-4ec2-b641-4c813bdf986b,geometric constructions,performing geometric constructions 16-21,"Mastery of general geometric constructions is essential for executing the specific constructions numbered 16-21, as these constructions build upon the techniques and principles established in the broader concept of geometric constructions.",AI_node_analysis_20250707_013122
25,3,d3063941-b096-4b0e-99fd-b9ab097f2d56,56bd00bc-148e-4e7b-814a-cd550be0dc1e,construction of tangent to a circle at a given point,tangent perpendicular to radius,"The ability to construct a tangent line relies on the knowledge that this line is perpendicular to the radius at the point of contact, establishing a foundational understanding of the relationship between tangents and radii in circles.",AI_node_analysis_20250707_033735
25,3,56bd00bc-148e-4e7b-814a-cd550be0dc1e,d3063941-b096-4b0e-99fd-b9ab097f2d56,tangent perpendicular to radius,construction of tangent to a circle at a given point,Understanding that a tangent is perpendicular to the radius at the point of contact is essential for accurately constructing a tangent line to a circle using geometric tools.,AI_node_analysis_20250707_033735
26,3,59ebbd9c-14c3-4023-b402-b1553cbc5713,a2ceea14-af65-4e18-ab76-1eb20b83ff7d,geometric constructions,division of a segment into equal parts without measurement,"Mastery of geometric constructions, including the use of tools like a compass and straightedge, is essential for effectively dividing segments into equal parts without measurement, as these constructions often rely on this skill.",AI_node_analysis_20250707_033817
26,3,a2ceea14-af65-4e18-ab76-1eb20b83ff7d,59ebbd9c-14c3-4023-b402-b1553cbc5713,division of a segment into equal parts without measurement,geometric constructions,"Understanding how to divide a segment into equal parts is foundational for performing various geometric constructions accurately, as it involves using a compass and straightedge to create precise points along a line segment.",AI_node_analysis_20250707_033817
27,3,b6bbaf40-3e11-488c-86cd-9b7185ee78f2,e25db561-b98a-41ef-bfb1-08e124a2b2a4,calculation of sector area of a circle,sectors of circles,"The calculation of the area of a sector relies on the understanding of what a sector is, including its boundaries and the relationship between the radius and the central angle.",AI_node_analysis_20250707_014123
27,3,e25db561-b98a-41ef-bfb1-08e124a2b2a4,b6bbaf40-3e11-488c-86cd-9b7185ee78f2,sectors of circles,calculation of sector area of a circle,"Understanding the concept of sectors of circles is essential for calculating the area of a sector, as it directly involves the definitions and properties of sectors.",AI_node_analysis_20250707_014123
28,3,e25db561-b98a-41ef-bfb1-08e124a2b2a4,34854cc9-d64a-4373-bbf3-1a11a35dc38b,sectors of circles,calculation of arc length of a circle,"The calculation of arc length is based on the understanding of sectors, as it requires knowledge of the radius and the central angle that defines the sector.",AI_node_analysis_20250707_014123
28,3,34854cc9-d64a-4373-bbf3-1a11a35dc38b,e25db561-b98a-41ef-bfb1-08e124a2b2a4,calculation of arc length of a circle,sectors of circles,"The calculation of arc length depends on the concept of sectors, as it involves the same parameters (radius and angle) that define a sector.",AI_node_analysis_20250707_014123
29,5,b6bbaf40-3e11-488c-86cd-9b7185ee78f2,e25db561-b98a-41ef-bfb1-08e124a2b2a4,calculation of sector area of a circle,sectors of circles,"The calculation of the area of a sector relies on the understanding of what a sector is, including its boundaries and the relationship between the radius and the central angle.",AI_node_analysis_20250707_014123
29,5,e25db561-b98a-41ef-bfb1-08e124a2b2a4,34854cc9-d64a-4373-bbf3-1a11a35dc38b,sectors of circles,calculation of arc length of a circle,"The calculation of arc length is based on the understanding of sectors, as it requires knowledge of the radius and the central angle that defines the sector.",AI_node_analysis_20250707_014123
29,5,34854cc9-d64a-4373-bbf3-1a11a35dc38b,173a215a-1074-471c-be82-dde3d32bf141,calculation of arc length of a circle,area of sector formula,"Knowing how to calculate the arc length is beneficial for understanding the area of a sector, as both concepts are interconnected through the angle and radius of the circle.",AI_node_analysis_20250707_024416
29,5,173a215a-1074-471c-be82-dde3d32bf141,b6bbaf40-3e11-488c-86cd-9b7185ee78f2,area of sector formula,calculation of sector area of a circle,"Understanding the area of a sector formula is essential for calculating the area of a sector, as it directly uses the formula \( \text{Area} = \frac{1}{2} r^2 \theta \).",AI_node_analysis_20250707_024416
30,3,e7de17db-7292-45c1-ae99-3690aaedeb23,9dcd1d3a-666c-4da0-96fc-298be42bd3ec,Length of arc of a circle,Area of a sector of a circle,"The calculation of the length of an arc is closely related to the area of a sector, as both involve the same central angle and radius, making knowledge of one helpful for understanding the other.",AI_node_analysis_20250707_021643
30,3,9dcd1d3a-666c-4da0-96fc-298be42bd3ec,e7de17db-7292-45c1-ae99-3690aaedeb23,Area of a sector of a circle,Length of arc of a circle,"The area of a sector is related to the length of the arc, as both concepts involve the same central angle and radius, making the understanding of one beneficial for grasping the other.",AI_node_analysis_20250707_021643
31,3,bf3ca615-9aa5-467a-9e6b-a9d05f1598d0,2a0bd88c-a282-4cc5-bcc9-73a718bd9429,graphs of tangent function,graphing tangent function,"The ability to graph the tangent function is foundational for understanding its properties, such as periodicity and asymptotes, which are crucial for interpreting and analyzing the function's behavior.",AI_node_analysis_20250707_024746
31,3,2a0bd88c-a282-4cc5-bcc9-73a718bd9429,bf3ca615-9aa5-467a-9e6b-a9d05f1598d0,graphing tangent function,graphs of tangent function,"The process of graphing the tangent function directly relies on understanding its properties, including periodicity and asymptotes, making the graphing process a practical application of the foundational knowledge of the tangent function's graph.",AI_node_analysis_20250707_024746
32,3,1b810375-69e1-4cbe-8947-ae7212501cd7,124b92ca-dc60-4932-9dc4-1fc56da81335,graphing trigonometric functions,graphing sine function,"Understanding how to graph trigonometric functions relies on first being able to graph the sine function, as it is foundational to the behavior of other trigonometric functions.",AI_node_analysis_20250707_030910
32,3,124b92ca-dc60-4932-9dc4-1fc56da81335,1b810375-69e1-4cbe-8947-ae7212501cd7,graphing sine function,graphing trigonometric functions,"The ability to graph the sine function is a prerequisite for graphing more complex trigonometric functions, as it serves as a basis for understanding their transformations and properties.",AI_node_analysis_20250707_030910
33,3,1b810375-69e1-4cbe-8947-ae7212501cd7,4caa1527-6756-4ee5-9d80-3b592c746d2e,graphing trigonometric functions,graphing cosine function,"Similar to sine, graphing cosine functions is essential for understanding the overall graphing of trigonometric functions, as cosine is another fundamental trigonometric function.",AI_node_analysis_20250707_030910
33,3,4caa1527-6756-4ee5-9d80-3b592c746d2e,1b810375-69e1-4cbe-8947-ae7212501cd7,graphing cosine function,graphing trigonometric functions,"Similarly, the graphing of cosine functions is foundational for graphing trigonometric functions, as it provides insight into their periodic nature and transformations.",AI_node_analysis_20250707_030910
34,3,2a0bd88c-a282-4cc5-bcc9-73a718bd9429,1b810375-69e1-4cbe-8947-ae7212501cd7,graphing tangent function,graphing trigonometric functions,"The graphing of tangent functions is necessary for a comprehensive understanding of trigonometric functions, particularly due to its distinct periodicity and asymptotic behavior.",AI_node_analysis_20250707_030910
34,3,1b810375-69e1-4cbe-8947-ae7212501cd7,2a0bd88c-a282-4cc5-bcc9-73a718bd9429,graphing trigonometric functions,graphing tangent function,"The graphing of tangent functions is also a critical component of graphing trigonometric functions, as it introduces unique characteristics such as asymptotes that are important for understanding the behavior of trigonometric graphs.",AI_node_analysis_20250707_030910
35,3,96c124ad-3726-4a57-9a27-1fc756785a7d,716208ff-6e97-49d0-a030-72b53eb763cd,use of radian measure of angles,conversion between degrees and radians,"To convert between degrees and radians, one must understand the concept of radian measure, establishing a prerequisite relationship.",AI_node_analysis_20250707_013552
35,3,716208ff-6e97-49d0-a030-72b53eb763cd,96c124ad-3726-4a57-9a27-1fc756785a7d,conversion between degrees and radians,use of radian measure of angles,"Understanding how to convert between degrees and radians is essential for effectively using radian measure, as it allows students to express angles in the appropriate unit for trigonometric calculations.",AI_node_analysis_20250707_024356
36,3,30d16cfa-ada4-41c2-9f9e-7d0c2e3f3170,c78af0e2-3139-47b3-a012-c9a8d3262b3a,point of intersection of two linear relationships,strategies for solving systems of two linear equations,Solving systems of linear equations involves finding points of intersection graphically or algebraically.,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
36,3,c78af0e2-3139-47b3-a012-c9a8d3262b3a,30d16cfa-ada4-41c2-9f9e-7d0c2e3f3170,strategies for solving systems of two linear equations,point of intersection of two linear relationships,"Learning how to solve systems of equations directly involves finding the point of intersection, making this concept foundational for understanding the solution of such systems.",AI_node_analysis_20250707_013008
37,4,30d16cfa-ada4-41c2-9f9e-7d0c2e3f3170,c78af0e2-3139-47b3-a012-c9a8d3262b3a,point of intersection of two linear relationships,strategies for solving systems of two linear equations,Solving systems of linear equations involves finding points of intersection graphically or algebraically.,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
37,4,c78af0e2-3139-47b3-a012-c9a8d3262b3a,a3389202-e7ed-451b-977a-338f2b91f812,strategies for solving systems of two linear equations,representing linear relationships in graphical form,"The ability to solve systems often involves interpreting or creating graphs of linear relationships, making this skill essential for effective problem-solving.",AI_node_analysis_20250707_013014
37,4,a3389202-e7ed-451b-977a-338f2b91f812,30d16cfa-ada4-41c2-9f9e-7d0c2e3f3170,representing linear relationships in graphical form,point of intersection of two linear relationships,"Plotting linear relationships graphically enables students to find the point where two lines intersect, representing the solution to a system of equations.",3_Curriculum csvs - Algebra.csv
38,3,c78af0e2-3139-47b3-a012-c9a8d3262b3a,a3389202-e7ed-451b-977a-338f2b91f812,strategies for solving systems of two linear equations,representing linear relationships in graphical form,"The ability to solve systems often involves interpreting or creating graphs of linear relationships, making this skill essential for effective problem-solving.",AI_node_analysis_20250707_013014
