cycle_id,cycle_length,prerequisite_id,dependent_id,prerequisite_name,dependent_name,explanation,source
6,3,3e8ad8e3-951d-4392-8663-48454c248266,8010ddf4-5c83-49d4-ac3f-f12185620850,investigation and proof of theorems related to ratios,Cosine rule for triangle side lengths,"The cosine rule involves ratios of triangle sides and angles, making the investigation and proof of theorems related to ratios foundational for understanding and applying the cosine rule.",AI_node_analysis_20250707_013143
7,3,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,b9311e53-34a3-4859-bd97-a9389f4a07cb,Principal value of the argument,Modulus and argument of a complex number,"Understanding the principal value of the argument is essential for grasping the concept of the argument of a complex number, as it defines the unique angle associated with the complex number in the polar coordinate system.",AI_node_analysis_20250707_020842
7,3,b9311e53-34a3-4859-bd97-a9389f4a07cb,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,Modulus and argument of a complex number,Principal value of the argument,"The modulus and argument of a complex number are foundational to understanding the principal value of the argument, as the argument is derived from the polar representation of the complex number, which includes the modulus.",AI_node_analysis_20250707_020842
8,2,9cd2091a-76f9-4ef7-905c-04dfb8a88661,9cd2091a-76f9-4ef7-905c-04dfb8a88661,De Moivre’s theorem,De Moivre’s theorem,"After learning to apply De Moivre’s Theorem, students study its proof by mathematical induction to understand its validity.",3_Curriculum csvs - Algebra.csv
8,2,9cd2091a-76f9-4ef7-905c-04dfb8a88661,9cd2091a-76f9-4ef7-905c-04dfb8a88661,De Moivre’s theorem,De Moivre’s theorem,"After learning to apply De Moivre’s Theorem, students study its proof by mathematical induction to understand its validity.",3_Curriculum csvs - Algebra.csv
9,3,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,9cd2091a-76f9-4ef7-905c-04dfb8a88661,Principal value of the argument,De Moivre’s theorem,"The principal value of the argument is foundational for applying De Moivre’s theorem, as it is integral to calculating the angles involved in raising complex numbers to powers.",AI_node_analysis_20250707_020842
9,3,9cd2091a-76f9-4ef7-905c-04dfb8a88661,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,De Moivre’s theorem,Principal value of the argument,"De Moivre’s theorem uses the principal value of the argument to express powers of complex numbers in polar form, indicating that understanding the principal value is necessary for applying the theorem.",AI_node_analysis_20250707_020842
10,3,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,4a2d1702-374a-48c5-992d-3079f913d2f4,Principal value of the argument,Tangent of angle sum formula,"The principal value of the argument is necessary for applying the tangent of angle sum formula, as it defines the angles involved in the calculation.",AI_node_analysis_20250707_020842
10,3,4a2d1702-374a-48c5-992d-3079f913d2f4,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,Tangent of angle sum formula,Principal value of the argument,"The tangent of angle sum formula relies on understanding angles, which is directly related to the principal value of the argument, establishing a prerequisite relationship.",AI_node_analysis_20250707_020842
11,3,8010ddf4-5c83-49d4-ac3f-f12185620850,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,Cosine rule for triangle side lengths,Principal value of the argument,"The cosine rule involves understanding angles and their relationships, which relates to the principal value of the argument in determining the angles corresponding to complex numbers.",AI_node_analysis_20250707_020842
11,3,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,8010ddf4-5c83-49d4-ac3f-f12185620850,Principal value of the argument,Cosine rule for triangle side lengths,"The principal value of the argument is important for applying the cosine rule, as it helps in determining the angles used in the cosine function.",AI_node_analysis_20250707_020842
12,3,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,6d5c7afd-c666-4948-9ac2-229908fd6868,Principal value of the argument,Sine of angle difference formula,"The principal value of the argument is essential for using the sine of angle difference formula, as it determines the angles that are being subtracted.",AI_node_analysis_20250707_020842
12,3,6d5c7afd-c666-4948-9ac2-229908fd6868,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,Sine of angle difference formula,Principal value of the argument,"The sine of angle difference formula requires an understanding of angles, which is closely tied to the principal value of the argument, indicating a prerequisite relationship.",AI_node_analysis_20250707_020842
13,3,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,097cb42c-4c49-4165-8239-15b48eb58f05,Principal value of the argument,Cosine of angle difference formula,"The principal value of the argument is necessary for applying the cosine of angle difference formula, as it defines the angles involved in the calculation.",AI_node_analysis_20250707_020842
13,3,097cb42c-4c49-4165-8239-15b48eb58f05,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,Cosine of angle difference formula,Principal value of the argument,"The cosine of angle difference formula also relies on an understanding of angles, which is directly related to the principal value of the argument, establishing a prerequisite relationship.",AI_node_analysis_20250707_020842
14,5,f6429b2f-66ea-432e-ab47-e492b52af3c2,8010ddf4-5c83-49d4-ac3f-f12185620850,Double angle formula for cosine (cos 2A),Cosine rule for triangle side lengths,"The double angle formula can be used in conjunction with the cosine rule to simplify calculations involving angles in triangles, indicating a prerequisite relationship.",AI_node_analysis_20250707_012452
14,5,8010ddf4-5c83-49d4-ac3f-f12185620850,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,Cosine rule for triangle side lengths,Principal value of the argument,"The cosine rule involves understanding angles and their relationships, which relates to the principal value of the argument in determining the angles corresponding to complex numbers.",AI_node_analysis_20250707_020842
14,5,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,122779e8-e7c1-4f88-b7d3-11fb24494a16,Principal value of the argument,Double angle formula for sine (sin 2A),"The principal value of the argument is essential for using the double angle formula for sine, as it determines the angles that are being doubled.",AI_node_analysis_20250707_020842
14,5,122779e8-e7c1-4f88-b7d3-11fb24494a16,f6429b2f-66ea-432e-ab47-e492b52af3c2,Double angle formula for sine (sin 2A),Double angle formula for cosine (cos 2A),"The double angle formulas for sine and cosine are closely related, and understanding one can aid in understanding the other due to their similar structures and derivations.",AI_node_analysis_20250707_012511
15,3,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,122779e8-e7c1-4f88-b7d3-11fb24494a16,Principal value of the argument,Double angle formula for sine (sin 2A),"The principal value of the argument is essential for using the double angle formula for sine, as it determines the angles that are being doubled.",AI_node_analysis_20250707_020842
15,3,122779e8-e7c1-4f88-b7d3-11fb24494a16,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,Double angle formula for sine (sin 2A),Principal value of the argument,"The double angle formula for sine requires an understanding of angles, which is closely tied to the principal value of the argument, indicating a prerequisite relationship.",AI_node_analysis_20250707_020842
16,4,f6429b2f-66ea-432e-ab47-e492b52af3c2,8010ddf4-5c83-49d4-ac3f-f12185620850,Double angle formula for cosine (cos 2A),Cosine rule for triangle side lengths,"The double angle formula can be used in conjunction with the cosine rule to simplify calculations involving angles in triangles, indicating a prerequisite relationship.",AI_node_analysis_20250707_012452
16,4,8010ddf4-5c83-49d4-ac3f-f12185620850,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,Cosine rule for triangle side lengths,Principal value of the argument,"The cosine rule involves understanding angles and their relationships, which relates to the principal value of the argument in determining the angles corresponding to complex numbers.",AI_node_analysis_20250707_020842
16,4,ee26b5e9-c00c-4a35-9af8-b4d7cd71c66c,f6429b2f-66ea-432e-ab47-e492b52af3c2,Principal value of the argument,Double angle formula for cosine (cos 2A),"The principal value of the argument is essential for using the double angle formula for cosine, as it determines the angles that are being doubled.",AI_node_analysis_20250707_020842
17,3,8010ddf4-5c83-49d4-ac3f-f12185620850,8e1a7739-743c-4169-9f24-b4f11776c26c,Cosine rule for triangle side lengths,"triangle similarity criteria (AA, SAS proportionality, SSS proportionality)","The cosine rule is often used in conjunction with triangle similarity criteria to solve for unknown sides or angles, indicating that understanding similarity is foundational for applying the cosine rule.",AI_node_analysis_20250707_033312
17,3,8e1a7739-743c-4169-9f24-b4f11776c26c,8010ddf4-5c83-49d4-ac3f-f12185620850,"triangle similarity criteria (AA, SAS proportionality, SSS proportionality)",Cosine rule for triangle side lengths,"The cosine rule can be derived and understood better when one is familiar with triangle similarity criteria, as it relates to the proportionality of sides in similar triangles.",AI_node_analysis_20250707_033312
18,5,39b22619-da33-4853-91b5-41a85db74da8,f6429b2f-66ea-432e-ab47-e492b52af3c2,Pythagorean identity for sine and cosine,Double angle formula for cosine (cos 2A),"The double angle formula for cosine (cos 2A = cos²A – sin²A) directly uses the squares of sine and cosine, which are related by the Pythagorean identity.",7_Leaving Cert Maths-Trig_Formulae.pdf
18,5,f6429b2f-66ea-432e-ab47-e492b52af3c2,8010ddf4-5c83-49d4-ac3f-f12185620850,Double angle formula for cosine (cos 2A),Cosine rule for triangle side lengths,"The double angle formula can be used in conjunction with the cosine rule to simplify calculations involving angles in triangles, indicating a prerequisite relationship.",AI_node_analysis_20250707_012452
18,5,8010ddf4-5c83-49d4-ac3f-f12185620850,7cc0536e-738c-4762-b5c9-ae81ed82cbef,Cosine rule for triangle side lengths,Pythagorean theorem,"The cosine rule can be derived from the Pythagorean theorem, making it essential to understand the theorem to grasp the cosine rule's application in non-right triangles.",AI_node_analysis_20250707_033322
18,5,7cc0536e-738c-4762-b5c9-ae81ed82cbef,39b22619-da33-4853-91b5-41a85db74da8,Pythagorean theorem,Pythagorean identity for sine and cosine,"The Pythagorean theorem provides the foundational understanding of the relationship between the sides of a right triangle, which is essential for deriving the Pythagorean identity in trigonometry that relates sine and cosine.",AI_node_analysis_20250707_033322
19,3,8010ddf4-5c83-49d4-ac3f-f12185620850,7cc0536e-738c-4762-b5c9-ae81ed82cbef,Cosine rule for triangle side lengths,Pythagorean theorem,"The cosine rule can be derived from the Pythagorean theorem, making it essential to understand the theorem to grasp the cosine rule's application in non-right triangles.",AI_node_analysis_20250707_033322
19,3,7cc0536e-738c-4762-b5c9-ae81ed82cbef,8010ddf4-5c83-49d4-ac3f-f12185620850,Pythagorean theorem,Cosine rule for triangle side lengths,"The Pythagorean theorem lays the groundwork for understanding the cosine rule, which generalizes the relationship between the sides and angles of triangles.",AI_node_analysis_20250707_033322
20,3,7cc0536e-738c-4762-b5c9-ae81ed82cbef,25add95a-d981-46b8-b762-063154393c24,Pythagorean theorem,angle in a semicircle,"The Pythagorean theorem is used to establish the relationship between the sides of a right triangle, which is essential for understanding the significance of the angle in a semicircle being a right angle.",AI_node_analysis_20250707_033611
20,3,25add95a-d981-46b8-b762-063154393c24,7cc0536e-738c-4762-b5c9-ae81ed82cbef,angle in a semicircle,Pythagorean theorem,"Understanding that an angle in a semicircle is a right angle relies on the properties of right triangles, which are fundamentally described by the Pythagorean theorem.",AI_node_analysis_20250707_033611
21,4,8010ddf4-5c83-49d4-ac3f-f12185620850,e75d0bed-17f7-4507-81a5-a075a68734a1,Cosine rule for triangle side lengths,theorems involving triangles and parallelograms,"The cosine rule is a specific application of triangle properties that contributes to the understanding of theorems involving triangles, thus establishing a prerequisite relationship.",AI_node_analysis_20250707_034804
21,4,e75d0bed-17f7-4507-81a5-a075a68734a1,487c12bf-b6c2-4e32-86cd-7d3c77436526,theorems involving triangles and parallelograms,ratio theorems in geometry,Ratio theorems in geometry rely on properties and theorems of triangles and parallelograms.,8_Texts and Tests 4 Index.pdf
21,4,487c12bf-b6c2-4e32-86cd-7d3c77436526,8010ddf4-5c83-49d4-ac3f-f12185620850,ratio theorems in geometry,Cosine rule for triangle side lengths,"The cosine rule relies on the concept of ratios in triangles, making the understanding of ratio theorems foundational for its application.",AI_node_analysis_20250707_034810
22,3,8010ddf4-5c83-49d4-ac3f-f12185620850,e75d0bed-17f7-4507-81a5-a075a68734a1,Cosine rule for triangle side lengths,theorems involving triangles and parallelograms,"The cosine rule is a specific application of triangle properties that contributes to the understanding of theorems involving triangles, thus establishing a prerequisite relationship.",AI_node_analysis_20250707_034804
22,3,e75d0bed-17f7-4507-81a5-a075a68734a1,8010ddf4-5c83-49d4-ac3f-f12185620850,theorems involving triangles and parallelograms,Cosine rule for triangle side lengths,"The cosine rule is derived from the properties of triangles, particularly in relation to angles and sides, making theorems about triangles foundational for its application.",AI_node_analysis_20250707_034804
23,3,e75d0bed-17f7-4507-81a5-a075a68734a1,0a33014b-6956-4651-b53e-0b197abdcd23,theorems involving triangles and parallelograms,Properties of parallelograms,"Theorems about triangles often relate to the properties of parallelograms, such as congruence and parallelism, establishing a foundational relationship.",AI_node_analysis_20250707_034804
23,3,0a33014b-6956-4651-b53e-0b197abdcd23,e75d0bed-17f7-4507-81a5-a075a68734a1,Properties of parallelograms,theorems involving triangles and parallelograms,"Knowledge of parallelogram properties is essential for understanding theorems that involve both triangles and parallelograms, as they often share geometric relationships.",AI_node_analysis_20250707_034804
24,3,39b22619-da33-4853-91b5-41a85db74da8,f6429b2f-66ea-432e-ab47-e492b52af3c2,Pythagorean identity for sine and cosine,Double angle formula for cosine (cos 2A),"The double angle formula for cosine (cos 2A = cos²A – sin²A) directly uses the squares of sine and cosine, which are related by the Pythagorean identity.",7_Leaving Cert Maths-Trig_Formulae.pdf
24,3,f6429b2f-66ea-432e-ab47-e492b52af3c2,39b22619-da33-4853-91b5-41a85db74da8,Double angle formula for cosine (cos 2A),Pythagorean identity for sine and cosine,"The double angle formula can be derived using the Pythagorean identity, as it involves the squares of sine and cosine, establishing a foundational relationship between these concepts.",AI_node_analysis_20250707_012609
25,3,39b22619-da33-4853-91b5-41a85db74da8,b1ac786d-2429-47e9-a4f6-74a5435024c2,Pythagorean identity for sine and cosine,definition of sine and cosine for all angle values,"The Pythagorean identity is derived from the definitions of sine and cosine, making the understanding of these definitions foundational for the identity.",AI_node_analysis_20250707_013401
25,3,b1ac786d-2429-47e9-a4f6-74a5435024c2,39b22619-da33-4853-91b5-41a85db74da8,definition of sine and cosine for all angle values,Pythagorean identity for sine and cosine,The Pythagorean identity is derived from the unit circle definition of sine and cosine.,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
26,3,0d1ece98-cb8d-4976-9461-f05130311161,40f422ae-b1ad-4158-b22d-7eddc96f7858,graphs of sine function,transformations of trigonometric graphs: amplitude changes,"Changing amplitude modifies the sine graph's vertical stretch, based on the basic sine graph.",9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
26,3,40f422ae-b1ad-4158-b22d-7eddc96f7858,0d1ece98-cb8d-4976-9461-f05130311161,transformations of trigonometric graphs: amplitude changes,graphs of sine function,Understanding how amplitude changes affect the sine graph is essential for accurately plotting the sine function.,AI_node_analysis_20250707_024825
27,3,40f422ae-b1ad-4158-b22d-7eddc96f7858,86277486-d84c-47db-8813-a0688d6a24cc,transformations of trigonometric graphs: amplitude changes,graphs of cosine function,"Similar to the sine function, knowing how amplitude changes impact the cosine graph is crucial for its accurate representation.",AI_node_analysis_20250707_024825
27,3,86277486-d84c-47db-8813-a0688d6a24cc,40f422ae-b1ad-4158-b22d-7eddc96f7858,graphs of cosine function,transformations of trigonometric graphs: amplitude changes,"Changing amplitude modifies the cosine graph's vertical stretch, based on the basic cosine graph.",9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
28,5,b1ac786d-2429-47e9-a4f6-74a5435024c2,0d1ece98-cb8d-4976-9461-f05130311161,definition of sine and cosine for all angle values,graphs of sine function,"Understanding the definition of sine and cosine for all angle values is crucial for accurately plotting their graphs, as it informs the behavior of the functions across all angles.",AI_node_analysis_20250707_013401
28,5,0d1ece98-cb8d-4976-9461-f05130311161,40f422ae-b1ad-4158-b22d-7eddc96f7858,graphs of sine function,transformations of trigonometric graphs: amplitude changes,"Changing amplitude modifies the sine graph's vertical stretch, based on the basic sine graph.",9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
28,5,40f422ae-b1ad-4158-b22d-7eddc96f7858,86277486-d84c-47db-8813-a0688d6a24cc,transformations of trigonometric graphs: amplitude changes,graphs of cosine function,"Similar to the sine function, knowing how amplitude changes impact the cosine graph is crucial for its accurate representation.",AI_node_analysis_20250707_024825
28,5,86277486-d84c-47db-8813-a0688d6a24cc,b1ac786d-2429-47e9-a4f6-74a5435024c2,graphs of cosine function,definition of sine and cosine for all angle values,"The graph of the cosine function illustrates the values of cosine for all angles, thus requiring an understanding of the definitions of sine and cosine.",AI_node_analysis_20250707_013401
29,3,b1ac786d-2429-47e9-a4f6-74a5435024c2,0d1ece98-cb8d-4976-9461-f05130311161,definition of sine and cosine for all angle values,graphs of sine function,"Understanding the definition of sine and cosine for all angle values is crucial for accurately plotting their graphs, as it informs the behavior of the functions across all angles.",AI_node_analysis_20250707_013401
29,3,0d1ece98-cb8d-4976-9461-f05130311161,b1ac786d-2429-47e9-a4f6-74a5435024c2,graphs of sine function,definition of sine and cosine for all angle values,"The graph of the sine function illustrates the values of sine for all angles, thus requiring an understanding of the definitions of sine and cosine.",AI_node_analysis_20250707_013401
30,3,4f6f2bd8-5978-4517-b171-07d048903fd9,7fbf204e-dccd-4f27-a4ae-e00f526c21b8,solving trigonometric equations sin nθ = 0,general solutions of trigonometric equations,"Understanding how to solve the specific case of sin nθ = 0 is foundational for grasping the broader concept of finding general solutions for various trigonometric equations, as it introduces the idea of periodicity and the methods used to derive general solutions.",AI_node_analysis_20250707_013537
30,3,7fbf204e-dccd-4f27-a4ae-e00f526c21b8,4f6f2bd8-5978-4517-b171-07d048903fd9,general solutions of trigonometric equations,solving trigonometric equations sin nθ = 0,"The concept of general solutions provides the necessary framework and techniques that are directly applied when solving specific trigonometric equations like sin nθ = 0, making it essential for understanding how to approach such problems.",AI_node_analysis_20250707_013537
31,5,b1ac786d-2429-47e9-a4f6-74a5435024c2,4f6f2bd8-5978-4517-b171-07d048903fd9,definition of sine and cosine for all angle values,solving trigonometric equations sin nθ = 0,"A solid understanding of the sine function's definition across all angles is crucial for solving equations like sin nθ = 0, as it allows students to comprehend the behavior of the sine function and its zeros.",AI_node_analysis_20250707_013537
31,5,4f6f2bd8-5978-4517-b171-07d048903fd9,7fbf204e-dccd-4f27-a4ae-e00f526c21b8,solving trigonometric equations sin nθ = 0,general solutions of trigonometric equations,"Understanding how to solve the specific case of sin nθ = 0 is foundational for grasping the broader concept of finding general solutions for various trigonometric equations, as it introduces the idea of periodicity and the methods used to derive general solutions.",AI_node_analysis_20250707_013537
31,5,7fbf204e-dccd-4f27-a4ae-e00f526c21b8,193b38bb-8d2b-4956-9cf1-dedf125dda22,general solutions of trigonometric equations,inverse trigonometric functions and notation,"Knowledge of inverse trigonometric functions is crucial for finding general solutions to trigonometric equations, establishing a prerequisite relationship.",AI_node_analysis_20250707_034635
31,5,193b38bb-8d2b-4956-9cf1-dedf125dda22,b1ac786d-2429-47e9-a4f6-74a5435024c2,inverse trigonometric functions and notation,definition of sine and cosine for all angle values,"Understanding inverse trigonometric functions requires knowledge of the definitions of sine and cosine, as these functions are foundational to determining angles from given ratios.",AI_node_analysis_20250707_030008
32,3,b1ac786d-2429-47e9-a4f6-74a5435024c2,c140e743-fc29-447a-b178-998a2d9f0770,definition of sine and cosine for all angle values,unit circle and trigonometric coordinates,The definitions of sine and cosine for all angles rely on the unit circle to explain how these functions behave for angles outside the standard range.,AI_node_analysis_20250707_024526
32,3,c140e743-fc29-447a-b178-998a2d9f0770,b1ac786d-2429-47e9-a4f6-74a5435024c2,unit circle and trigonometric coordinates,definition of sine and cosine for all angle values,The unit circle extends sine and cosine definitions beyond acute angles to all real values.,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
33,4,39b22619-da33-4853-91b5-41a85db74da8,b1ac786d-2429-47e9-a4f6-74a5435024c2,Pythagorean identity for sine and cosine,definition of sine and cosine for all angle values,"The Pythagorean identity is derived from the definitions of sine and cosine, making the understanding of these definitions foundational for the identity.",AI_node_analysis_20250707_013401
33,4,b1ac786d-2429-47e9-a4f6-74a5435024c2,c140e743-fc29-447a-b178-998a2d9f0770,definition of sine and cosine for all angle values,unit circle and trigonometric coordinates,The definitions of sine and cosine for all angles rely on the unit circle to explain how these functions behave for angles outside the standard range.,AI_node_analysis_20250707_024526
33,4,c140e743-fc29-447a-b178-998a2d9f0770,39b22619-da33-4853-91b5-41a85db74da8,unit circle and trigonometric coordinates,Pythagorean identity for sine and cosine,"Understanding the unit circle is essential for grasping the Pythagorean identity, as the identity itself arises from the relationship between the coordinates of points on the unit circle and the definitions of sine and cosine.",AI_node_analysis_20250707_024526
34,3,124b92ca-dc60-4932-9dc4-1fc56da81335,1b810375-69e1-4cbe-8947-ae7212501cd7,graphing sine function,graphing trigonometric functions,"The ability to graph the sine function is a prerequisite for graphing more complex trigonometric functions, as it serves as a basis for understanding their transformations and properties.",AI_node_analysis_20250707_030910
34,3,1b810375-69e1-4cbe-8947-ae7212501cd7,124b92ca-dc60-4932-9dc4-1fc56da81335,graphing trigonometric functions,graphing sine function,"Understanding how to graph trigonometric functions relies on first being able to graph the sine function, as it is foundational to the behavior of other trigonometric functions.",AI_node_analysis_20250707_030910
35,3,39b22619-da33-4853-91b5-41a85db74da8,13aef3e9-189b-4dac-8804-dd0ca8169022,Pythagorean identity for sine and cosine,basic trigonometric identities,The Pythagorean identity serves as a foundational identity that supports the derivation and understanding of other basic trigonometric identities.,AI_node_analysis_20250707_025921
35,3,13aef3e9-189b-4dac-8804-dd0ca8169022,39b22619-da33-4853-91b5-41a85db74da8,basic trigonometric identities,Pythagorean identity for sine and cosine,"The basic trigonometric identities include the Pythagorean identity as a fundamental relationship, which is essential for understanding other identities.",AI_node_analysis_20250707_025921
36,3,6fd3577d-62e0-4ec2-b641-4c813bdf986b,59ebbd9c-14c3-4023-b402-b1553cbc5713,performing geometric constructions 16-21,geometric constructions,"The ability to perform specific geometric constructions (16-21) relies on the foundational knowledge of geometric constructions, which includes understanding how to use tools like a compass and straightedge effectively.",AI_node_analysis_20250707_013122
36,3,59ebbd9c-14c3-4023-b402-b1553cbc5713,6fd3577d-62e0-4ec2-b641-4c813bdf986b,geometric constructions,performing geometric constructions 16-21,"Mastery of general geometric constructions is essential for executing the specific constructions numbered 16-21, as these constructions build upon the techniques and principles established in the broader concept of geometric constructions.",AI_node_analysis_20250707_013122
37,3,d3063941-b096-4b0e-99fd-b9ab097f2d56,56bd00bc-148e-4e7b-814a-cd550be0dc1e,construction of tangent to a circle at a given point,tangent perpendicular to radius,"The ability to construct a tangent line relies on the knowledge that this line is perpendicular to the radius at the point of contact, establishing a foundational understanding of the relationship between tangents and radii in circles.",AI_node_analysis_20250707_033735
37,3,56bd00bc-148e-4e7b-814a-cd550be0dc1e,d3063941-b096-4b0e-99fd-b9ab097f2d56,tangent perpendicular to radius,construction of tangent to a circle at a given point,Understanding that a tangent is perpendicular to the radius at the point of contact is essential for accurately constructing a tangent line to a circle using geometric tools.,AI_node_analysis_20250707_033735
38,3,59ebbd9c-14c3-4023-b402-b1553cbc5713,a2ceea14-af65-4e18-ab76-1eb20b83ff7d,geometric constructions,division of a segment into equal parts without measurement,"Mastery of geometric constructions, including the use of tools like a compass and straightedge, is essential for effectively dividing segments into equal parts without measurement, as these constructions often rely on this skill.",AI_node_analysis_20250707_033817
38,3,a2ceea14-af65-4e18-ab76-1eb20b83ff7d,59ebbd9c-14c3-4023-b402-b1553cbc5713,division of a segment into equal parts without measurement,geometric constructions,"Understanding how to divide a segment into equal parts is foundational for performing various geometric constructions accurately, as it involves using a compass and straightedge to create precise points along a line segment.",AI_node_analysis_20250707_033817
39,3,b6bbaf40-3e11-488c-86cd-9b7185ee78f2,e25db561-b98a-41ef-bfb1-08e124a2b2a4,calculation of sector area of a circle,sectors of circles,"The calculation of the area of a sector relies on the understanding of what a sector is, including its boundaries and the relationship between the radius and the central angle.",AI_node_analysis_20250707_014123
