id,prerequisite_id,dependent_id,prerequisite_name,dependent_name,explanation,source
d670ed65-dded-42e8-85f1-b7a49752851b,5de0432d-1d24-48ad-8aab-4d89db5802e2,3027fa47-8042-4d98-ae14-8d384de57216,Trigonometric ratios in right-angled triangles,Use of trigonometry to calculate the area of a triangle,"Knowledge of trigonometric ratios is required to apply trigonometry effectively in calculating the area of triangles, especially when angles are involved.",4_Curriculum csvs - Geometry&Trig.csv
9a792f3d-5ae3-457c-9fc5-12e78dbac28e,b4320da0-3e81-4c55-a81f-adde8b4f4d6b,7ff0b504-548e-42d4-a773-cb39566392e6,Definition of sine and cosine,Graphing trigonometric functions,"Understanding the definitions of sine and cosine is crucial for graphing their functions, as the graphs are based on these definitions.",4_Curriculum csvs - Geometry&Trig.csv
60c454d2-479b-4111-8229-a71c72c46625,f5b0a6c7-c728-4217-8c73-c9daf4075194,7ff0b504-548e-42d4-a773-cb39566392e6,Radian measure of angles,Graphing trigonometric functions,"Knowledge of radian measure is necessary for accurately graphing trigonometric functions, as the angles used in these graphs are typically expressed in radians.",4_Curriculum csvs - Geometry&Trig.csv
c0d983bf-f9d8-4ec1-af99-6a6a8516bc9e,34df0c88-ab90-48e6-a3e3-0698e4f82367,8c6b2865-eedd-49be-90db-59adbfb29077,Understanding linear relationships,Slope of a linear graph,"Recognizing how two variables relate linearly is fundamental to understanding the concept of slope, which quantifies the rate of change in linear relationships.",4_Curriculum csvs - Geometry&Trig.csv
6d4695dc-54eb-4594-b909-9b81e0f6e8c2,8c6b2865-eedd-49be-90db-59adbfb29077,c9e59271-b8ab-4f20-8d13-bb2ccf5596dc,Slope of a linear graph,Point of intersection of two linear relationships,"Understanding the slope of a linear graph is essential for determining the point of intersection of two lines, as it helps to analyze their relationship and solve systems of equations.",4_Curriculum csvs - Geometry&Trig.csv
95e83519-1670-409e-8b81-f834b7700d1b,b28199b2-4967-466a-88c1-6931f42f1e9e,899acdd2-1fed-461c-9f75-1f2ddd1b12f7,Irrational numbers,Complex numbers,"Understanding irrational numbers is fundamental before learning complex numbers, as complex numbers build upon the concept of real numbers which include irrational numbers.",91_Texts and tests 5 Index.pdf
adfc08c0-6a2b-4c5d-b62a-63ae7105d397,899acdd2-1fed-461c-9f75-1f2ddd1b12f7,2714fb2d-0046-49b8-96b7-66b21ce0bea8,Complex numbers,Division of complex numbers,Division of complex numbers requires prior understanding of complex numbers themselves to perform operations such as conjugation and rationalization.,91_Texts and tests 5 Index.pdf
729eabd5-a90b-4752-a9ad-4c3ee79ff314,899acdd2-1fed-461c-9f75-1f2ddd1b12f7,165c6f24-da17-4eaf-96fc-1499728447d0,Complex numbers,Equality of complex numbers,"Equality of complex numbers depends on understanding the structure of complex numbers, including their real and imaginary parts.",91_Texts and tests 5 Index.pdf
06c4c294-5470-4c22-9d07-728685a33f99,899acdd2-1fed-461c-9f75-1f2ddd1b12f7,6234e42e-7e5c-4c27-b14b-c249d451a8d5,Complex numbers,Argand diagram,"The Argand diagram represents complex numbers graphically, so knowledge of complex numbers is necessary before learning their graphical representation.",91_Texts and tests 5 Index.pdf
c6757efb-6449-44bb-9657-ed2f07fbc4a3,6234e42e-7e5c-4c27-b14b-c249d451a8d5,5c4db88a-bbe3-4a9c-803d-5ee8192e15cc,Argand diagram,Modulus of a complex number,"The modulus is defined as the distance from the origin in the Argand diagram, so understanding the Argand diagram is required first.",91_Texts and tests 5 Index.pdf
3dd48016-0c79-4b57-9085-63236706976c,899acdd2-1fed-461c-9f75-1f2ddd1b12f7,9b20525c-bf86-4e4f-ab7a-e0b80d932db1,Complex numbers,Transformations of complex numbers,"Transformations of complex numbers involve operations on complex numbers in the complex plane, requiring prior knowledge of complex numbers.",91_Texts and tests 5 Index.pdf
42044de4-4ae4-4c56-888f-f35ce3786305,899acdd2-1fed-461c-9f75-1f2ddd1b12f7,4d284005-3eda-473f-a48c-9dcd023a97ac,Complex numbers,Conjugate roots theorem,"The conjugate roots theorem involves roots of polynomials with complex numbers, so understanding complex numbers is a prerequisite.",91_Texts and tests 5 Index.pdf
91012456-dbbe-4d59-ab43-8844a9fa0b3a,899acdd2-1fed-461c-9f75-1f2ddd1b12f7,11a4fdb7-85f6-494f-b04c-5743b8fc874e,Complex numbers,Polar form of a complex number,"Polar form is an alternative representation of complex numbers, so understanding complex numbers is necessary before learning their polar form.",91_Texts and tests 5 Index.pdf
63b2ce96-d8ff-45e9-b720-a4d6565ca4d0,11a4fdb7-85f6-494f-b04c-5743b8fc874e,899acdd2-1fed-461c-9f75-1f2ddd1b12f7,Polar form of a complex number,Complex numbers,Multiplication and division of complex numbers in polar form require understanding the polar form representation.,91_Texts and tests 5 Index.pdf
f6c96f17-1163-4ec2-bd7c-bda1b9d9d5a3,11a4fdb7-85f6-494f-b04c-5743b8fc874e,78ff752e-5395-40cc-be09-1d5c875fa513,Polar form of a complex number,De Moivre’s theorem,"De Moivre’s theorem applies to complex numbers expressed in polar form, so knowledge of polar form is required first.",91_Texts and tests 5 Index.pdf
4409259d-2b9f-4b93-a27d-33e1c20ccc20,78ff752e-5395-40cc-be09-1d5c875fa513,1733d676-b524-4e4c-9e1c-a187f6d2e582,De Moivre’s theorem,Applications of de Moivre’s theorem,Applications of De Moivre’s theorem depend on understanding the theorem itself to solve complex number problems.,91_Texts and tests 5 Index.pdf
26dc18d4-8b79-4d4f-9816-b819647665d6,d22eb48f-1340-4131-8688-001159601faf,e565830b-f8cf-4804-b11f-daca6e296604,Scale factor in enlargements,Area effect of enlargements,Understanding how the scale factor affects size is necessary before analyzing its effect on area during enlargements.,91_Texts and tests 5 Index.pdf
51b574a1-1214-4e6a-906c-81f8a8bd6a1b,34df0c88-ab90-48e6-a3e3-0698e4f82367,c9e59271-b8ab-4f20-8d13-bb2ccf5596dc,Understanding linear relationships,Point of intersection of two linear relationships,"To find the point of intersection, students must first understand linear relationships to identify where two lines meet on a graph.",1_Curriculum csvs - Number.csv
7ce6b579-50e5-4522-b3bc-3a4e80e9c625,50a1541c-9af2-44c0-8b71-82729d83a0d8,0e74501b-ed78-4b40-9316-aedf828704b7,Division of Rational Numbers,"Operations of addition, multiplication, subtraction and division in the following domains: N of natural numbers, Z of integers, Q of rational numbers, R of real numbers",A solid understanding of operations with rational numbers is essential before extending these operations to include integers and real numbers.,1_Curriculum csvs - Number.csv
26fb7998-2c28-4b9e-b493-d5b30d9994b2,34df0c88-ab90-48e6-a3e3-0698e4f82367,47b6666d-dd3a-4371-a75e-83b4b7f0fd72,Understanding linear relationships,Use of ratio and proportion,"Understanding linear relationships is foundational for grasping ratios and proportions, as they often describe relationships between quantities.",1_Curriculum csvs - Number.csv
a51f216d-dfa1-45b9-8fb6-38a647b5519c,34df0c88-ab90-48e6-a3e3-0698e4f82367,3027fa47-8042-4d98-ae14-8d384de57216,Understanding linear relationships,Use of trigonometry to calculate the area of a triangle,"A foundational understanding of linear relationships is necessary for applying trigonometric concepts to calculate areas, as it involves understanding the relationships between angles and sides.",1_Curriculum csvs - Number.csv
36b9074e-8878-4d96-8d58-189e7dd58799,5de0432d-1d24-48ad-8aab-4d89db5802e2,271a5989-0d56-4e04-b553-289a97fcb6a6,Trigonometric ratios in right-angled triangles,Pythagorean identity for sine and cosine,"Understanding trigonometric ratios is necessary to grasp the Pythagorean identity, which relates these ratios to the geometry of right triangles.",1_Curriculum csvs - Number.csv
246df4c4-bc64-4db7-b099-21e9fb100fea,5de0432d-1d24-48ad-8aab-4d89db5802e2,9d7f6009-b26f-44b2-84c9-ae4e13edff6f,Trigonometric ratios in right-angled triangles,Application of the Pythagorean theorem,"The application of the Pythagorean theorem relies on the understanding of trigonometric ratios, as these ratios are derived from the relationships between the sides of right-angled triangles.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
cedd8460-1262-4383-b73f-1bcce551f6e5,33833c6e-274d-41de-bb94-cccbecd2032d,899acdd2-1fed-461c-9f75-1f2ddd1b12f7,Complex Numbers in Rectangular Form,Complex numbers,"To add complex numbers, one must understand how to represent them in rectangular form, as addition involves combining their real and imaginary parts.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
0e149e92-07e0-48dd-b163-da204fd46c57,33833c6e-274d-41de-bb94-cccbecd2032d,3aacb7d9-1efc-4a36-a1c1-1a6ab6b09f44,Complex Numbers in Rectangular Form,Multiplying complex numbers,Multiplying complex numbers requires knowledge of their rectangular form to apply the distributive property correctly.,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
b1071312-5ab7-4c68-a043-fba6f640036d,21e9b8ae-474e-4477-beee-d367be2021ca,2714fb2d-0046-49b8-96b7-66b21ce0bea8,Complex conjugate,Division of complex numbers,"Understanding the concept of the complex conjugate is necessary for dividing complex numbers, as it is used to rationalize the denominator.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
c03c0c51-7cd2-4c53-9389-9e9a874fdc08,5c4db88a-bbe3-4a9c-803d-5ee8192e15cc,9b20525c-bf86-4e4f-ab7a-e0b80d932db1,Modulus of a complex number,Transformations of complex numbers,"The modulus of a complex number is essential for understanding how transformations, such as stretching or rotating, affect the position of the complex number in the complex plane.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
71aeb7ea-7ae5-4104-842b-1a38902ba063,271a5989-0d56-4e04-b553-289a97fcb6a6,0ad51fbe-6c5b-4503-9dfc-cb98a939849b,Pythagorean identity for sine and cosine,Cosine of difference of two angles,"The cosine of difference formula uses expressions involving sine and cosine functions, which rely on the fundamental Pythagorean identity to relate these functions.",7_Leaving Cert Maths-Trig_Formulae.pdf
38a91d25-5b5b-4d2a-9fbd-63c804b4a923,271a5989-0d56-4e04-b553-289a97fcb6a6,5885e65d-040c-40e5-bbc9-9885598648eb,Pythagorean identity for sine and cosine,Cosine of sum of two angles,"The cosine of sum formula is expressed in terms of sine and cosine functions, which depend on the Pythagorean identity for their fundamental relationship.",7_Leaving Cert Maths-Trig_Formulae.pdf
e81f38d7-3302-4ea7-8419-b3f452620500,5885e65d-040c-40e5-bbc9-9885598648eb,e0c64590-a39a-4b4b-a1be-e631c0eb7d29,Cosine of sum of two angles,Double angle formula for cosine (cos 2A),"The double angle formula for cosine is derived by substituting equal angles into the cosine of sum formula, thus requiring understanding of the cosine sum identity first.",7_Leaving Cert Maths-Trig_Formulae.pdf
fe6724b9-8e0f-4377-b58c-048ca09e5890,271a5989-0d56-4e04-b553-289a97fcb6a6,09f93f1d-36d5-4a12-bd03-b64b45c807ff,Pythagorean identity for sine and cosine,Double angle formula for sine (sin 2A),"The double angle formula for sine is expressed as 2 sin A cos A, which depends on understanding sine and cosine functions related by the Pythagorean identity.",7_Leaving Cert Maths-Trig_Formulae.pdf
96a28067-4e8b-493b-99b7-d387a7233213,271a5989-0d56-4e04-b553-289a97fcb6a6,84b12d74-7a06-452f-bce6-1369c2a5de4b,Pythagorean identity for sine and cosine,Tangent of sum of two angles,"The tangent of sum formula is expressed in terms of sine and cosine functions, which rely on the Pythagorean identity for their fundamental properties.",7_Leaving Cert Maths-Trig_Formulae.pdf
4acb453a-ab43-457f-a4f2-b6edc02a27bb,271a5989-0d56-4e04-b553-289a97fcb6a6,8b567d57-fbea-4921-959f-4918d796695b,Pythagorean identity for sine and cosine,Tangent of difference of two angles,"The tangent of difference formula depends on sine and cosine functions, which are related by the Pythagorean identity.",7_Leaving Cert Maths-Trig_Formulae.pdf
0639034a-9b15-4953-81c5-ece05e1e1f2c,e0c64590-a39a-4b4b-a1be-e631c0eb7d29,f7c16412-e6f6-4a34-aed3-d0c52af346b5,Double angle formula for cosine (cos 2A),Half-angle formula for cosine squared,The half-angle formula for cosine squared is derived using the double angle formula for cosine.,7_Leaving Cert Maths-Trig_Formulae.pdf
053b89a7-e7cd-4fa8-9843-267cd754ceb7,e0c64590-a39a-4b4b-a1be-e631c0eb7d29,0fc15ec4-ebaa-4d5a-985e-3a82b4e11677,Double angle formula for cosine (cos 2A),Half-angle formula for sine squared,The half-angle formula for sine squared is derived using the double angle formula for cosine.,7_Leaving Cert Maths-Trig_Formulae.pdf
ceec6318-b6a5-459d-8ede-361d3f8f0ef3,fee57bb2-488c-4b27-ab55-f7094479c34c,d5a1d13f-2ea5-46d4-9fc8-2590a3fa54f8,Drawing a circle of given radius,Geometric constructions with straight edge and compass,"Drawing a circle of given radius is a fundamental skill required to perform geometric constructions using straight edge and compass, as indicated by the learning outcome to draw circles and use these instruments appropriately.",4_Curriculum csvs - Geometry&Trig.csv
7e827b53-e690-49e7-8e17-84fad74ee8de,c7570cb5-5c27-46e1-80d6-9908c6cfbd81,d5a1d13f-2ea5-46d4-9fc8-2590a3fa54f8,Use of straight edge in geometric diagrams,Geometric constructions with straight edge and compass,Using a straight edge to draw lines is a basic skill necessary for performing geometric constructions with straight edge and compass.,4_Curriculum csvs - Geometry&Trig.csv
90bab427-7727-4ddc-94b0-90e9ab2376f8,1c65ff16-2062-4e1c-9163-5c405e1561ec,d5a1d13f-2ea5-46d4-9fc8-2590a3fa54f8,Geometric construction with compass,Geometric constructions with straight edge and compass,Using a compass to draw arcs and circles is essential for performing geometric constructions with straight edge and compass.,4_Curriculum csvs - Geometry&Trig.csv
8d47a7d0-c175-4cdc-a28e-df57cf857082,3822d21f-3822-4169-b663-4fa7e1bffaa2,d5a1d13f-2ea5-46d4-9fc8-2590a3fa54f8,Use of protractor in geometric diagrams,Geometric constructions with straight edge and compass,Using a protractor to measure and draw angles is a necessary skill for precise geometric constructions.,4_Curriculum csvs - Geometry&Trig.csv
7c097766-7d4b-44cc-9539-e81258fdafc2,e888ea44-65b5-4154-a1d9-1c01d351b2d2,d5a1d13f-2ea5-46d4-9fc8-2590a3fa54f8,Use of ruler in geometric diagrams,Geometric constructions with straight edge and compass,Using a ruler to measure lengths and draw straight lines supports accurate geometric constructions.,4_Curriculum csvs - Geometry&Trig.csv
d6f0d4b3-2081-45c1-91e6-51cab3f4fc81,d336db2d-8927-4ac9-9387-1be30a52d9b0,d5a1d13f-2ea5-46d4-9fc8-2590a3fa54f8,Use of set square in geometric diagrams,Geometric constructions with straight edge and compass,Using a set square to create right angles and parallel lines is part of the instrument skills needed for geometric constructions.,4_Curriculum csvs - Geometry&Trig.csv
0e07219b-ee0f-4f52-8996-091d1f9b2348,3027fa47-8042-4d98-ae14-8d384de57216,21e6ee18-9479-4df2-91ba-fa80ee8c795c,Use of trigonometry to calculate the area of a triangle,Sine rule for triangle side ratios,Using trigonometry to calculate areas supports understanding and applying the sine rule for triangle side ratios.,4_Curriculum csvs - Geometry&Trig.csv
9dc64589-d40f-463b-aaa0-ddb748301d96,e799d4f9-8c06-46f0-838a-4a974e2731fe,d82130c8-7933-45a3-a879-838f9b6d8d32,Translations in transformation geometry,Central symmetry in transformations,Basic transformations such as translations are foundational before studying more complex transformations like central symmetry.,4_Curriculum csvs - Geometry&Trig.csv
0e347f89-ba20-4dee-8e23-2c745e703ec9,d82130c8-7933-45a3-a879-838f9b6d8d32,d0291077-335c-4b26-b80c-5b92331e56de,Central symmetry in transformations,Axial symmetry in transformations,Understanding central symmetry supports comprehension of axial symmetry as types of symmetry transformations.,4_Curriculum csvs - Geometry&Trig.csv
ac64ffbe-3267-4863-8cb8-0fced74a1ef8,d0291077-335c-4b26-b80c-5b92331e56de,8393ad17-30c5-4ba0-b1e9-d28c99dc8541,Axial symmetry in transformations,Rotations in transformation geometry,Axial symmetry knowledge precedes understanding rotations as types of geometric transformations.,4_Curriculum csvs - Geometry&Trig.csv
1da921ae-8b61-4751-a100-257d07b67612,c7f75e69-1d00-477e-968b-a6464289cecf,de2a6b3f-e28b-418b-88c9-0918d3de230b,Proof by contradiction,Use of theorems and proofs in synthetic geometry,Proof by contradiction is a fundamental method used in proving theorems within synthetic geometry.,4_Curriculum csvs - Geometry&Trig.csv
fc557cbc-a68e-4cc1-871f-eb5c461f96c6,b4320da0-3e81-4c55-a81f-adde8b4f4d6b,271a5989-0d56-4e04-b553-289a97fcb6a6,Definition of sine and cosine,Pythagorean identity for sine and cosine,The Pythagorean identity is derived from the definitions of sine and cosine functions.,4_Curriculum csvs - Geometry&Trig.csv
2b655109-7f49-4ecb-bc7e-a3a9a06003d1,271a5989-0d56-4e04-b553-289a97fcb6a6,3d7890b1-86c9-4bda-848a-776a24af4b52,Pythagorean identity for sine and cosine,Sine of sum of two angles,The sine of sum formula relies on the Pythagorean identity to relate sine and cosine components.,4_Curriculum csvs - Geometry&Trig.csv
c3797dd2-c64e-4731-a4c1-68740ea4ab2e,3d7890b1-86c9-4bda-848a-776a24af4b52,2646457b-3e47-437b-9eda-97ebd6109de2,Sine of sum of two angles,Sine of difference of two angles,The sine of difference formula can be derived from the sine of sum formula by substituting negative angles.,4_Curriculum csvs - Geometry&Trig.csv
9cefb2fd-8d3a-4547-9db9-30beebd16a0b,5885e65d-040c-40e5-bbc9-9885598648eb,0ad51fbe-6c5b-4503-9dfc-cb98a939849b,Cosine of sum of two angles,Cosine of difference of two angles,The cosine of difference formula can be derived from the cosine of sum formula by substituting negative angles.,4_Curriculum csvs - Geometry&Trig.csv
f745992e-de93-4c31-8492-0863971f0862,3d7890b1-86c9-4bda-848a-776a24af4b52,84b12d74-7a06-452f-bce6-1369c2a5de4b,Sine of sum of two angles,Tangent of sum of two angles,"The tangent of sum formula is expressed in terms of sine and cosine of sum of angles, requiring knowledge of sine and cosine sum formulas.",4_Curriculum csvs - Geometry&Trig.csv
aef479b0-7c3a-45bf-a3e4-e935f2f8bee9,2646457b-3e47-437b-9eda-97ebd6109de2,8b567d57-fbea-4921-959f-4918d796695b,Sine of difference of two angles,Tangent of difference of two angles,The tangent of difference formula depends on sine and cosine difference formulas.,4_Curriculum csvs - Geometry&Trig.csv
6d3f96df-d1f8-40b3-ace1-ebf627a4cf70,09f93f1d-36d5-4a12-bd03-b64b45c807ff,0fc15ec4-ebaa-4d5a-985e-3a82b4e11677,Double angle formula for sine (sin 2A),Half-angle formula for sine squared,The half-angle formula for sine squared is derived using the double angle formula for sine.,4_Curriculum csvs - Geometry&Trig.csv
e89fdfbd-12ae-4b48-8ae7-1842c42d545f,899acdd2-1fed-461c-9f75-1f2ddd1b12f7,6234e42e-7e5c-4c27-b14b-c249d451a8d5,Complex numbers,Argand diagram,The Argand diagram and modulus concepts represent complex numbers graphically and require knowledge of complex numbers.,91_Texts and tests 5 Index.pdf
2191b4bb-f885-4ad9-b198-90be23e4b468,6234e42e-7e5c-4c27-b14b-c249d451a8d5,9b20525c-bf86-4e4f-ab7a-e0b80d932db1,Argand diagram,Transformations of complex numbers,Transformations of complex numbers in the complex plane depend on understanding their representation via Argand diagrams and moduli.,91_Texts and tests 5 Index.pdf
df9b9d15-f476-43d3-9c75-792a1425bc57,11a4fdb7-85f6-494f-b04c-5743b8fc874e,899acdd2-1fed-461c-9f75-1f2ddd1b12f7,Polar form of a complex number,Complex numbers,Operations on complex numbers in polar form require understanding of the polar form representation.,91_Texts and tests 5 Index.pdf
50608aaf-5a8b-49a3-a6e5-d0ed76a27ae7,51161246-b010-4316-a5e9-581a9392b9c6,36439ac4-3f11-4818-b953-1b2d552bbad4,Enlargements,Constructions,Constructions in geometry involving enlargements require understanding the concept of enlargements first.,91_Texts and tests 5 Index.pdf
74e31c6b-e99f-4de4-8865-01a60278211b,1acf2055-6072-4495-be92-0ec04dba7d62,e6c8cdac-601d-46a7-a604-23027582217b,Antidifferentiation,Integrating exponential and trigonometric functions,Integrating functions builds on the concept of antidifferentiation as the reverse process of differentiation.,91_Texts and tests 5 Index.pdf
974ea63a-b236-48ba-8761-ddf7a096be49,e6c8cdac-601d-46a7-a604-23027582217b,66b4380e-26ce-4974-bd56-51fd235f7076,Integrating exponential and trigonometric functions,Applications of integration,Applying integration techniques requires prior knowledge of integrating specific function types such as exponential and trigonometric functions.,91_Texts and tests 5 Index.pdf
