id,name,explanation,broader_concept,strand,source
86003a21-3cb0-4996-9297-a5d4d5c86a41,Sum-to-Product Formula: sin A – sin B,The identity expressing sin A – sin B as 2 cos((A+B)/2) sin((A–B)/2).,Geometric Concepts,Trigonometric Identities,7_Leaving Cert Maths-Trig_Formulae.pdf
f3aaf0fb-982c-4239-81c2-54c76812e923,Tangent double angle formula,The formula expressing tan 2A in terms of tan A: tan 2A = 2 tan A / (1 – tan² A).,Double angle formulas,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
24b67b87-9f2a-432d-a3ce-6ea0cb114d27,Half-angle formulas,"Formulas expressing squares of sine and cosine in terms of cosine of double angles, e.g., cos² A = ½ (1 + cos 2A), sin² A = ½ (1 – cos 2A).",Trigonometric identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
a7bc2e16-fc83-4e98-8ff7-99d1ab9f00b3,drawing a circle of given radius,Constructing a circle using a compass with a specified radius from a given center point.,Geometric Concepts,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
e36b39c7-fac5-4b9c-997d-7e5c1347252c,using straight edge for geometric constructions,Employing a straight edge tool to draw straight lines accurately in geometric diagrams.,Geometric Concepts,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
44e3d3ab-2ae0-4889-b7e5-c82cf42bf6b2,using compass for geometric constructions,Using a compass to draw arcs and circles and to transfer distances in geometric constructions.,Geometric Concepts,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
aa3e0438-8d61-44dc-9c14-9f691b8572d2,using ruler for geometric constructions,Utilizing a ruler to measure lengths and draw straight lines in geometric diagrams.,Geometric Concepts,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
10a23d47-5af7-4d3a-9da5-3ea5affd8efe,using protractor for angle measurement,Employing a protractor to measure and construct angles accurately in geometric figures.,Geometric Concepts,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
ed09b96d-bfb8-4db8-9d32-1f995447fbe5,using set square for perpendicular and parallel lines,Using a set square tool to draw perpendicular and parallel lines in geometric constructions.,Geometric Concepts,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
03cf1742-148e-4768-93e5-8a64e87048f2,co-ordinating the plane,"Assigning ordered pairs (x, y) to points in the plane to represent geometric figures algebraically.",Geometric Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
2536c003-bd52-4725-9c55-78a37210e79b,representing linear relationships graphically,Plotting linear equations on the Cartesian plane to visualize relationships between variables.,Geometric Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
d2981042-6bc9-452a-b6f1-d2179c50107b,calculating slope of a line,Determining the rate of change or steepness of a line given two points or an equation.,Geometric Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
22b15914-0191-43ee-ab23-62b7ffc9eed4,finding point of intersection of two lines,Calculating the coordinates where two linear equations meet on the Cartesian plane.,Geometric Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
903d4878-32e5-43b4-a5f7-1e3d849c3ee5,showing lines are parallel using slopes,Using the equality of slopes to prove that two lines are parallel.,Geometric Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
0d0d9828-aca2-4dae-b08c-c8264cb37593,showing lines are perpendicular using slopes,Using the negative reciprocal relationship of slopes to prove that two lines are perpendicular.,Geometric Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
60615890-2b52-4005-a941-fc9b189f7227,calculating area of a triangle using coordinates,Using coordinate geometry formulas to find the area of a triangle given its vertices.,Geometric Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
6b4a8e27-0f42-44c6-a228-8bf30fcf1e66,"equation of a circle with center (h,k) and radius r",Using the formula (x - h)² + (y - k)² = r² to represent all points on a circle in the coordinate plane.,Geometric Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
36666659-d769-4173-8310-cb4e92e99d70,equation of a circle in general form,Representing a circle by the equation x² + y² + 2gx + 2fy + c = 0 and relating it to center and radius.,Geometric Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
9d62ddce-1565-463b-85d5-edebb6018184,perpendicular distance from a point to a line,Calculating the shortest distance between a given point and a specified line in the plane.,Geometric Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
94d87d92-1f09-49e0-96f2-212d69386bc9,angle between two lines,Determining the measure of the angle formed where two lines intersect using their slopes.,Geometric Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
ad4b052d-caeb-4668-9291-0feb8d7ec9d5,dividing a line segment internally in a given ratio,Finding the coordinates of a point that divides a line segment between two points in a specified ratio m:n.,Geometric Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
573bf5a8-2f54-43dd-b739-ce61344f73fe,applying theorem of Pythagoras in 2D,Using the relation a² + b² = c² to solve problems involving right-angled triangles in two dimensions.,Geometric Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
f225f9c7-4643-4349-81d6-bb473fbbdf4f,using trigonometric ratios to solve right-angled triangles,"Applying sine, cosine, and tangent ratios to find unknown sides or angles in right-angled triangles.",Geometric Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
65dbeaec-5af3-40db-87c2-32b8cf24da95,using sine rule to solve triangles,Applying the sine rule a/sin A = b/sin B = c/sin C to find unknown sides or angles in any triangle.,Geometric Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
d0788d64-66e7-4e52-bf1b-56e602e71052,using cosine rule to solve triangles,Applying the cosine rule c² = a² + b² - 2ab cos C to find unknown sides or angles in any triangle.,Geometric Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
9eb1be31-5763-4227-a949-1deaa5f4a75f,defining sine and cosine for all angle values,"Extending the definitions of sine and cosine functions beyond acute angles to all real angles, including negative and reflex angles.",Geometric Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
d00dc713-4b50-4147-b120-f587a3be587a,defining tangent function,Defining tangent as the ratio of sine to cosine for all angles where cosine is not zero.,Geometric Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
c95c2dec-3a0c-4b7f-93d3-16d12c1349d7,calculating area of a sector of a circle,Finding the area of a sector using the formula (1/2) r² θ where θ is in radians.,Geometric Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
1472aa30-1e22-444f-b443-3a55044cceeb,calculating length of an arc,Determining the length of an arc of a circle using the formula r θ where θ is in radians.,Geometric Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
89238162-8974-41d7-9fed-63ccfc211eaf,working with trigonometric ratios in surd form,Expressing trigonometric ratios exactly using square roots and irrational numbers instead of decimal approximations.,Geometric Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
7ebd1035-c287-49be-8b90-a7ca24541d3c,solving trigonometric equations,"Finding all solutions to equations involving sine, cosine, or tangent functions, such as sin nθ = 0 or cos nθ = 1/2.",Geometric Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
43532f12-4cdb-4c99-841a-cee95158192c,using radian measure of angles,"Measuring angles in radians, where one radian is the angle subtended by an arc equal in length to the radius.",Geometric Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
c25f9d27-ad7c-48ec-9a29-2de28d770ee5,"graphing sine, cosine, and tangent functions","Plotting the periodic graphs of sine, cosine, and tangent functions over intervals of angles.",Geometric Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
4027dee3-4a4d-4ac2-b102-e8e39a27cc2d,performing translations,Moving every point of a shape the same distance in the same direction without rotation or reflection.,Geometric Concepts,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
ebad7f5b-4528-4da5-94cf-d698df1e390d,performing central symmetry,Reflecting a shape about a central point so that each point and its image are on a line through the center and equidistant from it.,Geometric Concepts,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
219b69a8-0eb8-4464-841f-1f4cbe057bc0,performing axial symmetry,Reflecting a shape across a line (axis of symmetry) so that the shape and its image are mirror images.,Geometric Concepts,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
a7ae795b-a4e2-4e94-925b-c55a4c346a02,performing rotations,Turning a shape about a fixed point through a specified angle and direction.,Geometric Concepts,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
81f72d27-7878-408d-99c8-e66cf7010b18,investigating enlargements,Studying the transformation that produces an image similar to the original shape but scaled by a factor k from a center of enlargement.,Geometric Concepts,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
082662ed-bdf4-46ce-bad4-e5aa93d0ab5d,understanding scale factor in enlargements,"The ratio k by which lengths are multiplied during an enlargement, where k > 0 and can be less than, equal to, or greater than 1.",Geometric Concepts,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
6a1fb8a9-1d73-4da2-836c-6eb5fd8a396c,locating axes of symmetry in shapes,Identifying lines about which a shape can be reflected onto itself.,Geometric Concepts,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
758d5d93-27d2-4e77-8e20-4c78ba05c68b,representing linear relationships in tabular form,Organizing values of variables in tables to show linear relationships numerically.,Algebraic Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
5e170685-6881-440d-9d15-9d3bb6fc6bef,interpreting slope as rate of change,Understanding the slope of a graph as the rate at which one variable changes relative to another.,Algebraic Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
242bf1ff-6cc4-4bd6-a3e9-a9c845c08fc3,finding point of intersection of two linear relationships,Determining the coordinate point where two linear graphs meet or cross.,Algebraic Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
18cbada3-1cba-41a0-b0c5-f377cb11eb58,using slope to determine parallel lines,Showing that two lines are parallel if they have equal slopes.,Algebraic Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
a0002ce9-515b-4168-83fa-0283c1fb5b7e,using slope to determine perpendicular lines,Showing that two lines are perpendicular if the product of their slopes is -1.,Algebraic Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
75d1d1ab-564e-418f-aee0-ae774ef75c03,recognizing linear equation in standard form,Identifying equations of the form ax + by + c = 0 as linear equations representing lines.,Algebraic Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
629cd342-8f8c-4f78-91a8-ce8c9806505d,finding perpendicular distance from a point to a line,Calculating the shortest distance between a given point and a specified line in the plane.,Algebraic Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
dc3713d5-86f4-425d-b5df-cc7223f5d485,finding angle between two lines,Determining the measure of the angle formed where two lines intersect using their slopes.,Algebraic Concepts,Co-ordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
984782ab-a8d1-4e25-89d5-eba636423bb1,applying Pythagoras' theorem to solve right-angled triangle problems,Using the relationship a² + b² = c² to find missing sides in right-angled triangles.,Algebraic Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
046d1bc1-915a-405b-beff-d8c5968d2f38,using trigonometric ratios to solve angle problems,"Applying sine, cosine, and tangent ratios to find unknown angles or sides in right-angled triangles.",Algebraic Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
ababf4e1-ae03-4e7f-975d-96cee2178094,calculating area of a triangle using trigonometry,Using formulas involving sine of an angle to find the area of a triangle.,Algebraic Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
6b0919a4-bd63-4d09-a81e-b55b5da1eb8a,solving problems using sine rule,Applying the sine rule a/sin A = b/sin B = c/sin C to find unknown sides or angles in any triangle.,Algebraic Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
5420a5af-3f35-4684-9b04-f971623410b3,solving problems using cosine rule,Using the cosine rule a² = b² + c² – 2bc cos A to find unknown sides or angles in any triangle.,Algebraic Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
8ed95a0f-6ae6-4dfc-b9bc-e7ff67bd9c2e,graphing functions of the form f(θ) = a + b sin cθ,"Plotting sinusoidal functions with amplitude, vertical shift, and frequency parameters a, b, and c.",Algebraic Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
97122ae3-bb85-48b3-8a66-1ac3b955be4d,graphing functions of the form g(θ) = a + b cos cθ,"Plotting cosine-based sinusoidal functions with parameters controlling amplitude, vertical shift, and frequency.",Algebraic Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
6b40df2b-7b04-4b76-933c-4f555f8cb593,solving trigonometric equations such as sin nθ = 0,Finding all angle solutions θ that satisfy equations where sine of a multiple of θ equals zero.,Algebraic Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
070ed7fd-3acf-4977-bb37-b5ca19e0944d,solving trigonometric equations such as cos nθ = 1/2,Determining all angle solutions θ where cosine of a multiple of θ equals one half.,Algebraic Concepts,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
b00ef6b5-0459-4fb9-8ac6-4620cae9a15e,investigating enlargements with scale factor k,"Studying transformations that enlarge or reduce shapes by a scale factor k, where k is a positive rational number.",Algebraic Concepts,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
fd75bccc-34dc-4145-b667-c845ee4bfc9b,locating centre of enlargement,Identifying the fixed point from which all points of a shape are enlarged or reduced during a transformation.,Algebraic Concepts,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
1d8e8926-2978-47f6-8c6c-b7e505a5f7be,recognizing images under translation,Understanding how points and shapes move uniformly in a given direction without rotation or resizing.,Algebraic Concepts,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
b3ce443d-4899-4145-baa1-1f2062f6632c,Pythagorean theorem application in right-angled triangles,"Using the Pythagorean theorem (a² + b² = c²) to solve problems involving the lengths of sides in right-angled triangles, including real-world height and distance problems.",Trigonometry,Right-angled triangles and trigonometric ratios,4_Curriculum csvs - Geometry&Trig.csv
04e67fdf-1e03-4923-8c59-54e1d9d90aaa,Trigonometric ratios in right-angled triangles,"The ratios sine, cosine, and tangent defined as opposite/hypotenuse, adjacent/hypotenuse, and opposite/adjacent respectively, used to relate angles to side lengths in right-angled triangles.",Trigonometry,Right-angled triangles and trigonometric ratios,4_Curriculum csvs - Geometry&Trig.csv
4fea9e07-fac6-40ca-b045-c595a9dfd6a0,Using trigonometric ratios to solve real-world angle problems,"Applying sine, cosine, and tangent ratios to calculate unknown sides or angles in practical contexts involving right-angled triangles.",Trigonometry,Right-angled triangles and trigonometric ratios,4_Curriculum csvs - Geometry&Trig.csv
891bfb8a-b262-4efa-83f0-d9fea39e7f72,Calculating the area of a triangle using trigonometry,Using the formula (1/2)ab sin C to find the area of any triangle by applying trigonometric functions to two sides and the included angle.,Trigonometry,Area calculation using trigonometry,4_Curriculum csvs - Geometry&Trig.csv
9fac6d74-345c-4832-837f-e9f402dde893,Sine rule for solving triangles,Using the sine rule a/sin A = b/sin B = c/sin C to find unknown sides or angles in any triangle.,Trigonometry,Non-right angled triangle solutions,4_Curriculum csvs - Geometry&Trig.csv
d1367dcd-732c-4627-b0ca-f7af67c97da2,Cosine rule for solving triangles,Using the cosine rule a² = b² + c² – 2bc cos A to find unknown sides or angles in any triangle.,Trigonometry,Non-right angled triangle solutions,4_Curriculum csvs - Geometry&Trig.csv
c5f6669a-5b45-4124-b10c-676888eb5d14,Definition of sine and cosine for all angle values,"Extending the definitions of sine and cosine functions beyond acute angles to all real values of θ, including negative and angles greater than 90°.",Trigonometry,Trigonometric functions,4_Curriculum csvs - Geometry&Trig.csv
df4da686-edac-4538-b37c-1a5b68eb62fe,Definition of tangent function,Defining tangent as the ratio sin θ / cos θ for all values of θ where cosine is not zero.,Trigonometry,Trigonometric functions,4_Curriculum csvs - Geometry&Trig.csv
1aa112ad-cc2d-4ce6-9d9e-2d75b59cf5b7,Calculating the area of a sector of a circle,Using trigonometry and circle geometry to find the area of a sector defined by a central angle in radians.,Trigonometry,Applications of trigonometry in circle geometry,4_Curriculum csvs - Geometry&Trig.csv
df9e8aa8-ce57-48ac-9b6c-45d74eb7f562,Calculating the length of an arc,"Using the formula arc length = rθ, where r is the radius and θ is the central angle in radians, to find the length of an arc of a circle.",Trigonometry,Applications of trigonometry in circle geometry,4_Curriculum csvs - Geometry&Trig.csv
07b3026c-4c4d-4856-96d0-2e6f41a6148d,Using trigonometry to solve 3D problems,Applying trigonometric principles and ratios to solve problems involving three-dimensional figures and spatial reasoning.,Trigonometry,Applications of trigonometry,4_Curriculum csvs - Geometry&Trig.csv
bfd308c8-45b9-4efe-b72a-936f5ee2c334,Graphing trigonometric functions of the form f(θ) = a + b sin cθ,"Plotting sine functions with amplitude, vertical shift, and frequency changes represented by parameters a, b, and c.",Trigonometry,Trigonometric functions,4_Curriculum csvs - Geometry&Trig.csv
0f127023-4833-41f1-af50-34e5bfb2ea4c,Graphing trigonometric functions of the form g(θ) = a + b cos cθ,"Plotting cosine functions with amplitude, vertical shift, and frequency changes represented by parameters a, b, and c.",Trigonometry,Trigonometric functions,4_Curriculum csvs - Geometry&Trig.csv
4822888c-9426-4392-8ae0-f8a4903a094b,Deriving fundamental trigonometric formulae,"Proving and deriving key trigonometric identities and formulae such as sum and difference formulas, double angle formulas, and others.",Trigonometry,Trigonometric identities and formulae,4_Curriculum csvs - Geometry&Trig.csv
624298d2-ff7e-429f-a62a-d0aac5956dab,Applying trigonometric formulae to solve problems,Using established trigonometric identities and formulae to simplify expressions and solve equations or geometric problems.,Trigonometry,Trigonometric identities and formulae,4_Curriculum csvs - Geometry&Trig.csv
49846a34-bd61-4c11-829a-3f5c63be6b9a,logic and deductive reasoning in geometry,"Using terms such as theorem, proof, axiom, corollary, converse, implies, is equivalent to, if and only if, and proof by contradiction to understand and construct geometric arguments.",synthetic geometry,Geometry,4_Curriculum csvs - Geometry&Trig.csv
507acf02-fa23-45bd-addf-70f64a1fa790,dynamic geometry software,Using computer software tools to perform and visualize geometric constructions dynamically.,geometric constructions,Geometry,4_Curriculum csvs - Geometry&Trig.csv
2343f8ab-586e-4442-bd9a-0d433e2bc3d8,equivalence of slope and rate of change,Understanding that the slope of a linear graph represents the rate of change of the dependent variable with respect to the independent variable.,slope of a line,Coordinate Geometry,4_Curriculum csvs - Geometry&Trig.csv
