id,name,explanation,broader_concept,strand,source
1b7cbfc0-30a1-4067-a9b0-daa1457c87a5,Product-to-sum formula for 2 cos A sin B,An identity expressing twice the product of cosine of one angle and sine of another as the difference of sines of their sum and difference.,Product-to-sum formulas,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
777085df-4b4d-4a4d-9f89-2013fb396e6f,Sum-to-product formula for cos A + cos B,An identity expressing the sum of cosines of two angles as twice the product of cosines of half their sum and half their difference.,Sum-to-product formulas,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
deec1eb8-1f35-4e82-8568-35a898dea18d,Sum-to-product formula for cos A – cos B,An identity expressing the difference of cosines of two angles as negative twice the product of sines of half their sum and half their difference.,Sum-to-product formulas,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
ed3ef232-91ef-4671-a494-78d94c06c0b5,Sum-to-product formula for sin A + sin B,An identity expressing the sum of sines of two angles as twice the product of sines of half their sum and cosines of half their difference.,Sum-to-product formulas,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
550d1a19-f886-4de0-b3de-bacbc17bdd43,Sum-to-product formula for sin A – sin B,An identity expressing the difference of sines of two angles as twice the product of cosines of half their sum and sines of half their difference.,Sum-to-product formulas,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
1f7078b1-9434-4894-b9e2-867eae877dc8,circle drawing with given radius,Constructing a circle using a compass with a specified radius from a given center point.,Geometric constructions,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
69fcec90-ae91-4055-8d9d-1796e095594a,use of straight edge in geometric constructions,Employing a straight edge tool to draw straight lines accurately in geometric diagrams.,Geometric constructions,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
c318537e-f049-4e87-8554-30c63e7c2234,use of compass in geometric constructions,Using a compass to draw arcs and circles with precision in geometric diagrams.,Geometric constructions,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
09616f1a-5d07-43fb-afaf-d62dda5c2b29,use of ruler in geometric constructions,Applying a ruler to measure lengths and draw straight lines in geometric diagrams.,Geometric constructions,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
010a0c35-5296-435b-aafe-f82622f6f671,use of protractor in geometric constructions,Using a protractor to measure and construct specific angles in geometric diagrams.,Geometric constructions,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
17289349-2b9d-45a3-952c-0c525c86d19c,use of set square in geometric constructions,Employing a set square to draw perpendicular and parallel lines accurately in geometric diagrams.,Geometric constructions,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
e8a71f47-2bfd-4641-9e09-408194b1f107,coordinating the plane,"Assigning ordered pairs (x, y) to points in the plane to represent their positions numerically.",Coordinate systems,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
c2cb8846-05cd-4690-8571-11a5fe277c59,representing linear relationships in tabular form,Organizing values of variables that satisfy a linear relationship into tables for analysis.,Linear relationships,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
a3389202-e7ed-451b-977a-338f2b91f812,representing linear relationships in graphical form,Plotting points on a coordinate plane to visualize linear relationships as straight lines.,Linear relationships,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
45f7af2f-c610-4a03-96c4-c0a624551c77,equivalence of slope and rate of change,Understanding that the slope of a linear graph corresponds to the rate of change of the dependent variable with respect to the independent variable.,Linear relationships,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
c0613010-2043-4e7b-b40a-6435f8bf29cc,interpretation of start value in linear relationships,Recognizing the y-intercept as the initial value or starting point of a linear relationship in context.,Linear relationships,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
30d16cfa-ada4-41c2-9f9e-7d0c2e3f3170,point of intersection of two linear relationships,"The coordinate point where two linear graphs meet, representing the solution to the system of equations.",Systems of linear equations,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
c78af0e2-3139-47b3-a012-c9a8d3262b3a,strategies for solving systems of two linear equations,"Using graphical, numeric, or mental methods to find solutions to problems involving two linear relationships.",Systems of linear equations,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
d12c261f-08ea-44d0-a5b2-696eb6719515,Pythagorean theorem application in right-angled triangles,"Using the relation a² + b² = c² to solve problems involving lengths in right-angled triangles, including heights and distances.",Right-angled triangle properties,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
88d476f7-04c2-41ae-8390-49b8c8ee96d3,use of trigonometric ratios in right-angled triangles,"Applying sine, cosine, and tangent ratios to find unknown sides or angles in right-angled triangles in real-world contexts.",Right-angled triangle properties,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
dbec3474-bf12-4e23-a9da-7a757cdd42e2,identification of axes of symmetry in simple shapes,Locating lines through shapes that divide them into mirror-image halves.,Symmetry,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
1a596e77-7d10-49bb-8232-a243cc9bed73,recognition of images under translation,Understanding how points and objects shift uniformly in a given direction and distance without rotation or reflection.,Transformations,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
197ef568-2cba-41d1-b7ca-1d7e47f99011,recognition of images under central symmetry,Identifying points and objects reflected through a central point producing an image rotated 180 degrees about that point.,Transformations,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
f87bd697-7e09-4ec0-9226-72ce699bd18a,recognition of images under axial symmetry,Identifying points and objects reflected across a line (axis of symmetry) producing mirror images.,Transformations,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
122ff4b5-4a12-4a22-8c63-12355e135408,recognition of images under rotation,Understanding how points and objects are turned about a fixed point through a specified angle and direction.,Transformations,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
dfee8c6b-cd76-4a02-8d95-79071bd6e657,investigation of enlargements and area effects,"Studying how enlargements with a given centre and scale factor affect the size and area of shapes, including scale factors less than 1 and greater than 1 (rational numbers).",Enlargements,Transformation geometry,4_Curriculum csvs - Geometry&Trig.csv
6fd3577d-62e0-4ec2-b641-4c813bdf986b,performing geometric constructions 16-21,Executing specific geometric constructions numbered 16 through 21 as per referenced curriculum materials.,Geometric constructions,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
0cba7d23-2526-468d-953a-e51c997eace4,use of logic and deductive reasoning terms,"Understanding and applying terms such as theorem, proof, axiom, corollary, converse, implies, is equivalent to, if and only if, and proof by contradiction in geometric reasoning.",Mathematical logic and proof,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
3e8ad8e3-951d-4392-8663-48454c248266,investigation and proof of theorems related to ratios,Studying and proving theorems concerning ratios that underpin the Pythagorean theorem and other geometric results.,Theorems and proofs,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
bc4a0ff8-ec6e-49b8-a7e9-ca88aeb81eac,use of slope to determine parallelism,Using the equality of slopes to establish that two lines are parallel.,Line properties,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
ec178aa4-851c-4c32-a012-872df6e839aa,use of slope to determine perpendicularity,Using the negative reciprocal relationship of slopes to establish that two lines are perpendicular.,Line properties,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
57d1f659-5564-4a1d-97b1-6048d10c1d96,recognition of linear equation in standard form,Understanding that equations of the form ax + by + c = 0 represent straight lines in the coordinate plane.,Linear equations,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
76ed66c9-9b24-483b-b4ab-0dca16ce3f26,calculation of triangle area using coordinates,Finding the area of a triangle given the coordinates of its vertices using coordinate geometry formulas.,Area calculation,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
38ffcdfd-b8a1-4165-9d3c-b830997b1cdf,equation of a circle in center-radius form,"Using the equation (x - h)² + (y - k)² = r² to represent all points on a circle with center (h, k) and radius r.",Circle equations,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
b0c9f4f0-c879-4d74-8106-158871cfd050,equation of a circle in general form,"Understanding the equation x² + y² + 2gx + 2fy + c = 0 as representing a circle with center (-g, -f) and radius r = √(g² + f² - c).",Circle equations,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
459e7a5b-c177-4b33-8801-44c54f84dd4a,solving problems involving line and circle intersections,"Finding points of intersection between a line and a circle, including cases where the circle is centered at the origin.",Line and circle relationships,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
997bd90a-f9ed-4eee-b5b7-a3fa5c10bfdb,perpendicular distance from a point to a line,Calculating the shortest distance between a given point and a line in the plane using coordinate geometry.,Distance calculations,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
e8eddf97-c1d6-49b0-a0f5-d9ee0ac3d89f,angle between two lines,Determining the measure of the angle formed where two lines intersect using their slopes.,Angle calculations,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
47747f40-caa7-41f4-8f02-ddee559eca14,internal division of a line segment in ratio m:n,Finding the coordinates of a point that divides a line segment internally into two parts with lengths in the ratio m:n.,Ratio and partitioning,Coordinate geometry,4_Curriculum csvs - Geometry&Trig.csv
d388a05c-62e6-43a3-861a-d09593de2a6b,use of Pythagorean theorem in 2D problem solving,Applying the Pythagorean theorem specifically to two-dimensional geometric problems involving right-angled triangles.,Right-angled triangle properties,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
348dc4f2-9b02-4a57-85f5-1908ff43add9,trigonometric calculation of triangle area,Using trigonometric ratios and formulas such as 1/2 ab sin C to calculate the area of a triangle.,Area calculation,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
404e5d48-4cef-42c0-9fc6-4c8da7494904,application of sine rule in triangle problems,Using the sine rule to find unknown sides or angles in any triangle based on ratios of sides to sines of opposite angles.,Triangle solution methods,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
425e6aa7-f760-44be-942a-be7f38963bb1,application of cosine rule in triangle problems,Using the cosine rule to find unknown sides or angles in any triangle based on side lengths and included angles.,Triangle solution methods,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
b1ac786d-2429-47e9-a4f6-74a5435024c2,definition of sine and cosine for all angle values,"Extending the definitions of sine and cosine functions beyond acute angles to all real values of θ, including negative and greater than 360° angles.",Trigonometric functions,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
4c5f1b1c-815f-4a5b-bb5c-b332bbea5e7d,definition of tangent function,Defining the tangent function as the ratio of sine to cosine for any angle θ where cosine is not zero.,Trigonometric functions,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
b6bbaf40-3e11-488c-86cd-9b7185ee78f2,calculation of sector area of a circle,Using trigonometry and circle formulas to find the area of a sector defined by a central angle in a circle.,Circle measurements,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
34854cc9-d64a-4373-bbf3-1a11a35dc38b,calculation of arc length of a circle,Determining the length of an arc corresponding to a given central angle in a circle using radian measure.,Circle measurements,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
7a8a9171-4514-4ac5-850a-4e6254bb3b8f,working with trigonometric ratios in surd form,Expressing trigonometric ratios exactly using square roots and irrational numbers instead of decimal approximations.,Exact trigonometric values,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
1750e4ca-df2b-40b3-8637-bb3093f2e237,solving 3D trigonometry problems,Applying trigonometric principles to solve problems involving three-dimensional geometric figures.,Spatial trigonometry,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
124b92ca-dc60-4932-9dc4-1fc56da81335,graphing sine function,Plotting the sine function y = sin θ over a range of angle values to visualize its periodic behavior.,Trigonometric graphs,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
4caa1527-6756-4ee5-9d80-3b592c746d2e,graphing cosine function,Plotting the cosine function y = cos θ over a range of angle values to visualize its periodic behavior.,Trigonometric graphs,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
2a0bd88c-a282-4cc5-bcc9-73a718bd9429,graphing tangent function,"Plotting the tangent function y = tan θ over a range of angle values, noting its periodicity and asymptotes.",Trigonometric graphs,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
25a5d4a5-eb41-468f-afb7-e902624211ef,graphing trigonometric functions of form f(θ) = a + b sin cθ,"Plotting sine functions with amplitude, vertical shift, and frequency modifications represented by parameters a, b, and c.",Trigonometric graphs,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
2687ddb6-9612-4e7b-ba94-248b18462e0a,graphing trigonometric functions of form g(θ) = a + b cos cθ,"Plotting cosine functions with amplitude, vertical shift, and frequency modifications represented by parameters a, b, and c.",Trigonometric graphs,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
4f6f2bd8-5978-4517-b171-07d048903fd9,solving trigonometric equations sin nθ = 0,"Finding all angle solutions θ that satisfy the equation sin nθ = 0 for integer n, including general solutions.",Trigonometric equations,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
16e500a9-342b-4045-b057-54454116714c,solving trigonometric equations cos nθ = 1/2,"Finding all angle solutions θ that satisfy the equation cos nθ = 1/2 for integer n, including general solutions.",Trigonometric equations,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
96c124ad-3726-4a57-9a27-1fc756785a7d,use of radian measure of angles,"Measuring angles in radians, where one radian is the angle subtended by an arc equal in length to the radius of the circle.",Angle measurement,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
96963fd2-8f61-4911-a1fc-74f42a26d22e,derivation of fundamental trigonometric formulae,"Proving key trigonometric identities and formulae that relate sine, cosine, tangent, and their combinations.",Trigonometric identities,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
763d8e83-c9a9-44bf-8020-b26830e2fbe0,application of trigonometric formulae 1-24,Using a comprehensive set of trigonometric identities and formulae to solve various problems in trigonometry.,Trigonometric identities,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
f71ab822-51fb-431a-95dd-f6320843b09c,irrational numbers,"Numbers that cannot be expressed as a ratio of two integers and have non-repeating, non-terminating decimal expansions.",real numbers,Number,91_Texts and tests 5 Index.pdf
d7c2ef09-af4c-47bc-a760-9cefa8afe3e4,complex numbers,"Numbers consisting of a real part and an imaginary part, expressed in the form a + bi where i is the imaginary unit.",number systems,Number,91_Texts and tests 5 Index.pdf
a5a31f44-32bc-4cd9-a71e-749e31322b87,division of complex numbers,"The process of dividing one complex number by another, often involving multiplication by the conjugate to rationalize the denominator.",operations on complex numbers,Number,91_Texts and tests 5 Index.pdf
8f9232c6-1398-40eb-afba-6cc3f1677990,equality of complex numbers,Two complex numbers are equal if and only if their corresponding real parts and imaginary parts are equal.,properties of complex numbers,Number,91_Texts and tests 5 Index.pdf
6a158167-6b49-47f1-9ff6-00367ebb725d,Argand diagram representation of complex numbers,A graphical representation of complex numbers on a plane with the horizontal axis as the real part and the vertical axis as the imaginary part.,geometric interpretation of complex numbers,Number,91_Texts and tests 5 Index.pdf
9539fa56-25fe-44bd-8053-e7043d1a5af0,modulus of a complex number,"The distance of a complex number from the origin in the Argand diagram, calculated as the square root of the sum of squares of its real and imaginary parts.",properties of complex numbers,Number,91_Texts and tests 5 Index.pdf
e353f188-e88f-42b9-860b-8a3045e850be,transformations of complex numbers,"Operations such as translation, rotation, and scaling applied to complex numbers represented on the Argand diagram.",geometric transformations,Number,91_Texts and tests 5 Index.pdf
b88f2f7c-f91b-46f7-8552-a5e94dfaa5a1,conjugate roots theorem,A theorem stating that non-real roots of polynomials with real coefficients occur in conjugate pairs.,roots of polynomials,Algebra,91_Texts and tests 5 Index.pdf
b071388b-cabb-4705-b133-38dc5a5db53c,polar form of a complex number,Representation of a complex number using its modulus and argument as r(cos θ + i sin θ).,complex number representations,Number,91_Texts and tests 5 Index.pdf
6815fbb9-736f-4dfb-aea7-9596b6ba5957,products of complex numbers in polar form,Multiplying complex numbers by multiplying their moduli and adding their arguments.,operations on complex numbers,Number,91_Texts and tests 5 Index.pdf
adf6d7a3-fbd7-484f-b714-bab61e431d49,quotients of complex numbers in polar form,Dividing complex numbers by dividing their moduli and subtracting their arguments.,operations on complex numbers,Number,91_Texts and tests 5 Index.pdf
9cd2091a-76f9-4ef7-905c-04dfb8a88661,De Moivre’s theorem,A formula that expresses powers of complex numbers in polar form as r^n (cos nθ + i sin nθ).,complex number powers and roots,Number,91_Texts and tests 5 Index.pdf
5ec6a72a-fb88-4641-afe8-4a2c2ada39f7,applications of De Moivre’s theorem,Using De Moivre’s theorem to find powers and roots of complex numbers and solve trigonometric identities.,complex number powers and roots,Number,91_Texts and tests 5 Index.pdf
7b0e09e9-d003-469c-9459-9aacf4861ec2,enlargements in geometry,"Transformations that scale figures by a scale factor relative to a fixed point, changing size but preserving shape.",geometric transformations,Geometry,91_Texts and tests 5 Index.pdf
59ebbd9c-14c3-4023-b402-b1553cbc5713,geometric constructions,Methods of drawing geometric figures accurately using tools like compass and straightedge.,geometric constructions and loci,Geometry,91_Texts and tests 5 Index.pdf
868b223b-5ae7-47e2-a6ac-bdf6eb48c5c5,antidifferentiation,"The process of finding a function whose derivative is the given function, also called indefinite integration.",integration,Calculus,91_Texts and tests 5 Index.pdf
69e74f09-1d57-4900-83c8-4ffe84536165,integration of exponential functions,"Finding the integral of functions involving exponential expressions, often involving the base e.",integration techniques,Calculus,91_Texts and tests 5 Index.pdf
50777575-21d8-4728-8d33-4b882086a9d2,integration of trigonometric functions,"Finding the integral of functions involving sine, cosine, and other trigonometric functions.",integration techniques,Calculus,91_Texts and tests 5 Index.pdf
f586df25-40e2-434b-9a0b-2ccc29ca7265,applications of integration,"Using integration to solve problems such as area under curves, displacement, and accumulation.",applications of calculus,Calculus,91_Texts and tests 5 Index.pdf
a5d733d6-801e-454e-9f21-3de249269e33,definite integrals,"Integrals evaluated over a specific interval, representing the net area under a curve between two points.",integration,Calculus,91_Texts and tests 5 Index.pdf
a83081fb-11c3-4335-ba21-10ac191fea30,finding areas by integration,Calculating the area between curves or under a curve using definite integrals.,applications of integration,Calculus,91_Texts and tests 5 Index.pdf
1ef16901-413d-43e0-bb1d-0a637ad13e74,average value of a function,"The mean value of a function over an interval, calculated using integration divided by the interval length.",applications of integration,Calculus,91_Texts and tests 5 Index.pdf
d56c9ab6-db06-4c97-91cf-40c4fed0e732,tangents and increasing/decreasing functions,Using derivatives to determine where functions are increasing or decreasing and to find tangent lines.,differential calculus,Calculus,91_Texts and tests 5 Index.pdf
ed0b5430-edf3-43c1-af8a-c0aca4092d57,stationary points,"Points on a graph where the derivative is zero, indicating potential maxima, minima, or points of inflection.",differential calculus,Calculus,91_Texts and tests 5 Index.pdf
66ad976d-b001-417c-b31e-f6f1d84325b9,graphs of the derived (slope) function,Plotting the derivative function to analyze the slope behavior of the original function.,differential calculus,Calculus,91_Texts and tests 5 Index.pdf
4071e5a1-c052-478e-89ae-587a3ca84795,maximum and minimum problems,Using derivatives to find local and global maxima and minima of functions for optimization.,applications of differential calculus,Calculus,91_Texts and tests 5 Index.pdf
d3bb89fb-4dd0-443e-8a2c-e53f30567a7c,rates of change,"The derivative representing how a quantity changes with respect to another variable, often time.",differential calculus,Calculus,91_Texts and tests 5 Index.pdf
d0c6adb3-a000-4afd-82f0-e5ebf9a91831,related rates of change,Problems involving derivatives where multiple related variables change with respect to time.,applications of differential calculus,Calculus,91_Texts and tests 5 Index.pdf
438c9a7d-2005-461f-acaa-4f7c7270eb1a,compound interest,Calculating interest on both the initial principal and accumulated interest over previous periods.,financial mathematics,Number,91_Texts and tests 5 Index.pdf
c0e5753f-fcba-435a-a4dd-af96fb196fd0,depreciation,"The reduction in value of an asset over time, often modeled using exponential decay.",financial mathematics,Number,91_Texts and tests 5 Index.pdf
e95cc7fd-3196-4b35-a933-42157b4a7b65,instalment savings (annuities),Calculations involving regular deposits or payments made into a savings account or investment.,financial mathematics,Number,91_Texts and tests 5 Index.pdf
56b5018f-f143-4809-8ea4-286d37372547,loans and mortgages calculations,"Mathematical methods to determine repayments, interest, and balances on loans and mortgages.",financial mathematics,Number,91_Texts and tests 5 Index.pdf
e25db561-b98a-41ef-bfb1-08e124a2b2a4,sectors of circles,"Portions of a circle bounded by two radii and the connecting arc, with area and arc length calculations.",circle geometry,Geometry,91_Texts and tests 5 Index.pdf
f215bf68-a54d-4baa-ac52-5aa1401634eb,3-dimensional objects,"Properties and measurements related to solids including volume, surface area, and nets.",solid geometry,Geometry,91_Texts and tests 5 Index.pdf
ceaef732-574d-4746-8ab5-eb6cfb42b80b,trapezoidal rule for calculating area,A numerical method to approximate the area under a curve by dividing it into trapezoids.,numerical integration,Calculus,91_Texts and tests 5 Index.pdf
ed401e2b-9206-4f93-84a0-02403be41c8a,tree diagrams for probability,A branching diagram used to represent all possible outcomes of a sequence of events.,probability models,Probability,91_Texts and tests 5 Index.pdf
fbfe6911-65d7-44e4-8fe2-f4893d20c0c0,probability distributions: expected value,"The weighted average of all possible values of a random variable, representing its mean outcome.",probability distributions,Probability,91_Texts and tests 5 Index.pdf
1f569dac-e0f0-4b30-b5e6-9c4149d80421,Bernoulli trials and binomial distribution,"Experiments with two possible outcomes repeated independently, modeled by the binomial distribution.",discrete probability distributions,Probability,91_Texts and tests 5 Index.pdf
5b6cc7c8-4315-4fb3-bcf3-575e33bb7ec2,independence of events in probability,Two events are independent if the occurrence of one does not affect the probability of the other.,probability theory,Probability,91_Texts and tests 5 Index.pdf
429a3557-8a73-4d8d-a026-09f296c301b6,probability involving permutations and combinations,Calculating probabilities by counting arrangements (permutations) or selections (combinations) of outcomes.,combinatorics in probability,Probability,91_Texts and tests 5 Index.pdf
15accf0c-05de-4646-b636-f6d659892767,probability simulations,Using computational or experimental methods to estimate probabilities through repeated trials.,probability models,Probability,91_Texts and tests 5 Index.pdf
3c50e13d-4090-49e7-b372-bc8585191555,introduction to functions,Understanding the concept of functions as mappings from inputs to unique outputs.,functions and relations,Algebra,91_Texts and tests 5 Index.pdf
7c5152aa-b3d1-4f7c-9627-405a379400ce,composition of functions,Combining two functions where the output of one function becomes the input of another.,functions and relations,Algebra,91_Texts and tests 5 Index.pdf
3567b7c8-eab6-48a9-8eb4-fc9572d78f2e,types of functions,"Different classifications of functions such as linear, quadratic, polynomial, exponential, and logarithmic.",functions and relations,Algebra,91_Texts and tests 5 Index.pdf
880043b6-8e9f-48e4-9fda-4fd1e8b6fb71,inverse functions,"Functions that reverse the effect of the original function, mapping outputs back to inputs.",functions and relations,Algebra,91_Texts and tests 5 Index.pdf
ddd26c5b-417f-455e-8235-878ebdab22ed,sketching graphs of functions,Plotting the shape and key features of functions based on their algebraic expressions.,graphical representation of functions,Algebra,91_Texts and tests 5 Index.pdf
cf470629-bd0d-4812-9b82-7dfd3e71d4b7,exponential functions,"Functions where the variable is in the exponent, typically of the form f(x) = a^x.",types of functions,Algebra,91_Texts and tests 5 Index.pdf
56124fd7-04ce-4126-a4b2-af38d42688fd,logarithmic functions,"Inverse functions of exponential functions, representing the logarithm of a variable.",types of functions,Algebra,91_Texts and tests 5 Index.pdf
22bf3ea7-4bc6-470a-bd0a-e25574d15bfe,related graphs,"Graphs that are transformations or combinations of basic function graphs, such as translations or reflections.",graphical representation of functions,Algebra,91_Texts and tests 5 Index.pdf
7aaa33a2-4c20-418b-b5d7-0f5e54c64e69,scatter diagrams,Graphs that plot paired data points to identify possible relationships or correlations.,data representation,Statistics,91_Texts and tests 5 Index.pdf
4ebda873-959b-4f58-8ce9-28ba1c248c32,measuring correlation: line of best fit,Determining the strength and direction of a linear relationship between variables using a fitted line.,correlation and regression,Statistics,91_Texts and tests 5 Index.pdf
2106c5da-84b9-411f-894e-8d19635be87d,normal distribution,A continuous probability distribution characterized by a symmetric bell-shaped curve defined by its mean and standard deviation.,probability distributions,Statistics,91_Texts and tests 5 Index.pdf
