id,name,explanation,broader_concept,strand,source
dfc18554-fae2-4254-bc31-6c976c8f5977,Dynamic Geometry Software,"Software that allows for the exploration and manipulation of geometric figures dynamically, enhancing understanding of geometric concepts.",Synthetic Geometry,Geometry,4_Curriculum csvs - Geometry&Trig.csv
7b416645-4c4f-40fb-aa60-d3dba0a1014a,Circle Construction,The ability to draw a circle with a specified radius using geometric tools.,Geometric Construction,Geometry,4_Curriculum csvs - Geometry&Trig.csv
59dae965-c6f6-4373-b658-4e7e842a6435,Use of Straightedge,The correct application of a straightedge in geometric constructions to create straight lines.,Geometric Tools,Geometry,4_Curriculum csvs - Geometry&Trig.csv
1421242a-efe9-415c-b93c-415211b51299,Use of Compass,The correct application of a compass in geometric constructions to create arcs and circles.,Geometric Tools,Geometry,4_Curriculum csvs - Geometry&Trig.csv
67c33184-9aba-44bf-9a64-6830d5a78dc0,Use of Ruler,The correct application of a ruler in geometric constructions to measure lengths and draw straight lines.,Geometric Tools,Geometry,4_Curriculum csvs - Geometry&Trig.csv
a9de0686-8ff4-4df5-b46a-4641ff67330d,Use of Protractor,The correct application of a protractor to measure and construct angles in geometric diagrams.,Geometric Tools,Geometry,4_Curriculum csvs - Geometry&Trig.csv
0861cf91-bce9-4f23-bbe3-1dc73f94de7d,Use of Set Square,The correct application of a set square to create right angles and parallel lines in geometric constructions.,Geometric Tools,Geometry,4_Curriculum csvs - Geometry&Trig.csv
277871c9-c1d3-42a3-89b0-29c6e50b3503,Linear Relationships,"Relationships that can be represented by a straight line on a graph, often expressed in the form of equations.",Coordinate Geometry,Geometry,4_Curriculum csvs - Geometry&Trig.csv
7279db3a-3408-4927-af77-42bff938a629,Slope of a Line,"A measure of the steepness of a line, calculated as the ratio of the vertical change to the horizontal change between two points on the line.",Linear Relationships,Geometry,4_Curriculum csvs - Geometry&Trig.csv
bdc55e3c-c559-473e-9f1f-2f613dcfcf37,Rate of Change,"The ratio that describes how one quantity changes in relation to another, often associated with the slope of a linear relationship.",Linear Relationships,Geometry,4_Curriculum csvs - Geometry&Trig.csv
b017c87e-6af3-406b-9a0a-91b4da7a7e85,Point of Intersection,The point where two lines or curves meet or cross each other on a graph.,Linear Relationships,Geometry,4_Curriculum csvs - Geometry&Trig.csv
1d64fcc7-dfb5-4eb4-8bbd-3f220ec72f9f,Trigonometric Ratios,"Ratios derived from the angles and sides of right-angled triangles, including sine, cosine, and tangent.",Trigonometry,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
539013bf-822b-479e-8ca2-463cb9688412,Pythagorean Theorem Application,"Using the Pythagorean theorem to solve problems involving right-angled triangles, particularly in calculating heights and distances.",Trigonometric Ratios,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
a2610b47-f02e-4218-9c98-1c7d714bf656,Area of a Triangle Using Trigonometry,Calculating the area of a triangle using trigonometric ratios and the lengths of its sides.,Trigonometric Ratios,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
87d33ce2-4072-4e5e-8d73-906777284bfa,Sine Rule,"A formula that relates the lengths of the sides of a triangle to the sines of its angles, used to solve for unknown sides or angles.",Trigonometric Ratios,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
c5ad741f-1215-4fc2-aabc-5dbf0e10a2fb,Cosine Rule,"A formula that relates the lengths of the sides of a triangle to the cosine of one of its angles, useful for solving triangles.",Trigonometric Ratios,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
9a9196de-a0be-48f7-a7cd-cbae7947fd34,Definition of Sine,The ratio of the length of the opposite side to the hypotenuse in a right-angled triangle for a given angle.,Trigonometric Functions,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
497ce7dc-f55d-4cb9-b19a-70316b3db510,Definition of Cosine,The ratio of the length of the adjacent side to the hypotenuse in a right-angled triangle for a given angle.,Trigonometric Functions,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
24a78d25-2ced-4b87-a2dc-458b16afd0e2,Definition of Tangent,The ratio of the length of the opposite side to the adjacent side in a right-angled triangle for a given angle.,Trigonometric Functions,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
1be0a684-981d-4a42-9c4f-76e81fb3ca80,Sector Area Calculation,Using trigonometric principles to calculate the area of a sector of a circle based on the angle and radius.,Trigonometric Applications,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
dd8f6a2a-200d-4d68-a2b0-8e4e416da79d,Arc Length Calculation,Using trigonometric principles to find the length of an arc of a circle based on the angle and radius.,Trigonometric Applications,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
195ce6bf-7e6a-433c-871c-8726efc6bd80,Graphing Trigonometric Functions,"The process of plotting the sine, cosine, and tangent functions on a coordinate plane to visualize their behavior.",Trigonometric Functions,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
57496511-9930-420b-bd6e-b4b5b403e161,Trigonometric Function Transformations,"Modifying the basic trigonometric functions through changes in amplitude, period, and phase shift.",Trigonometric Functions,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
3b1d162e-98d2-48a6-83fa-12266de8540c,Trigonometric Equations,"Equations that involve trigonometric functions, requiring solutions for angles that satisfy the equation.",Trigonometric Applications,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
e9560177-95de-47b2-9c69-172a0bc56023,Radian Measure of Angles,"A method of measuring angles based on the radius of a circle, where one radian is the angle subtended at the center by an arc equal in length to the radius.",Angle Measurement,Trigonometry,4_Curriculum csvs - Geometry&Trig.csv
1fcaba70-038e-45c2-a11e-bb9f9bdf8410,Enlargement Investigation,"Exploring the effects of enlargements on geometric figures, including changes in size and area.",Transformation Geometry,Geometry,4_Curriculum csvs - Geometry&Trig.csv
7c34482f-dadb-47a7-86bb-cfae8818c5e0,Centre of Enlargement,The fixed point in a plane about which a shape is enlarged or reduced.,Enlargement Investigation,Geometry,4_Curriculum csvs - Geometry&Trig.csv
5147ca17-6704-4636-85ce-f9d4911b44a5,Scale Factor in Enlargements,"The ratio that describes how much a figure is enlarged or reduced, where values can be greater than or less than one.",Enlargement Investigation,Geometry,4_Curriculum csvs - Geometry&Trig.csv
b8cfd8bc-a0e4-44f9-997e-60c4889de156,Natural Numbers,"The set of positive integers starting from 1 and extending indefinitely, represented as N = {1, 2, 3, 4...}.",Number Systems,Number,1_Curriculum csvs - Number.csv
d40e420c-c865-4baa-ab20-10cc15a3d4df,Integers,"The set of whole numbers that include positive numbers, negative numbers, and zero, represented as Z.",Number Systems,Number,1_Curriculum csvs - Number.csv
cada4a6b-75ec-41cd-819a-27ac8654c771,Rational Numbers,"Numbers that can be expressed as the quotient of two integers, where the denominator is not zero, represented as Q.",Number Systems,Number,1_Curriculum csvs - Number.csv
06c332c8-cd3e-46d7-9a1f-222c510d345e,Irrational Numbers,"Numbers that cannot be expressed as a simple fraction, meaning they have non-repeating, non-terminating decimal expansions.",Number Systems,Number,1_Curriculum csvs - Number.csv
f3b347c9-5c3e-43b3-98d6-62dd7e7b563a,Real Numbers,"The set of all rational and irrational numbers, represented as R.",Number Systems,Number,1_Curriculum csvs - Number.csv
83519505-c3e0-470b-a9b7-1748d510c7f1,Complex Numbers,"Numbers that can be expressed in the form a + bi, where a and b are real numbers and i is the imaginary unit.",Number Systems,Number,1_Curriculum csvs - Number.csv
6dc802b7-fca0-41d4-8ee2-2a40d3d100f9,Addition of Natural Numbers,"The operation of combining two or more natural numbers to obtain a sum, where the result is also a natural number.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
3a96f78c-cb7b-41a8-865f-8be58fde780b,Subtraction of Natural Numbers,"The operation of taking one natural number away from another, resulting in a natural number or zero.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
d7a526c1-aeb3-4af2-8ed9-86c97a4f0974,Multiplication of Natural Numbers,"The operation of combining equal groups of natural numbers to obtain a product, where the result is also a natural number.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
7bbd0890-17ff-47c6-8436-1f06729b8944,Division of Natural Numbers,"The operation of splitting a natural number into equal parts, which may result in a natural number or a fraction.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
99a83db8-6ecd-4817-b5bc-a4ff843be1c6,Addition of Integers,"The operation of combining two or more integers, including positive and negative values, to obtain a sum.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
0377603c-403c-4f28-b004-f148a805d732,Subtraction of Integers,"The operation of taking one integer away from another, which can result in a positive, negative, or zero value.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
4276a988-9f1d-4d60-a4dc-aee53135769f,Multiplication of Integers,"The operation of combining equal groups of integers, resulting in a product that can be positive or negative.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
62567be0-1dc8-4a07-b165-bd88ffab9410,Division of Integers,"The operation of splitting an integer into equal parts, which may result in a fraction or an integer.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
8baa2e36-03eb-416a-8f81-f280198166e8,Addition of Rational Numbers,"The operation of combining two or more rational numbers to obtain a sum, which is also a rational number.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
892952ab-d643-452d-a08f-cbf28b1e46e5,Subtraction of Rational Numbers,"The operation of taking one rational number away from another, resulting in a rational number.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
6cbfc46a-36a4-47db-86ce-edbd1ea88ea0,Multiplication of Rational Numbers,"The operation of combining equal groups of rational numbers to obtain a product, which is also a rational number.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
a11c0d40-e23c-4528-9685-b6cd91b9acaa,Division of Rational Numbers,"The operation of splitting a rational number into equal parts, which may result in a rational number.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
609338e9-ef19-4c9c-ab8b-2b167650826a,Commutative Property of Addition,The property stating that changing the order of the addends does not change the sum.,Properties of Arithmetic,Arithmetic,1_Curriculum csvs - Number.csv
15148930-7387-4130-ab6c-3199a581acb4,Associative Property of Addition,The property stating that the way in which numbers are grouped in addition does not change the sum.,Properties of Arithmetic,Arithmetic,1_Curriculum csvs - Number.csv
10ad1bd0-5620-443e-92d9-051a57b45a30,Distributive Property,"The property that states a(b + c) = ab + ac, allowing multiplication to be distributed over addition.",Properties of Arithmetic,Arithmetic,1_Curriculum csvs - Number.csv
0b8d0b96-fa23-4385-9a46-b0ed82f00329,Order of Operations,The rules that dictate the sequence in which operations should be performed in a mathematical expression.,Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
7c36bd6b-cfb8-45f9-98cf-36c77b65685a,Decimal Representation of Rational Numbers,"Expressing rational numbers in decimal form, which can be finite or repeating.",Rational Numbers,Number,1_Curriculum csvs - Number.csv
5a8b98d2-a0fd-46c2-84a5-10ad5bd14585,Percentage Calculation,"The process of finding a percentage of a number, often used to compare proportions.",Arithmetic Operations,Arithmetic,1_Curriculum csvs - Number.csv
54674dc3-5857-41a8-8fc0-e474cd42183e,Prime Factorization,Expressing a number as the product of its prime factors.,Number Theory,Number,1_Curriculum csvs - Number.csv
0541d15e-7431-4698-80bb-fef990b49d42,Geometric Sequence,"A sequence of numbers where each term after the first is found by multiplying the previous term by a fixed, non-zero number called the common ratio.",Sequences,Algebra,1_Curriculum csvs - Number.csv
9f0cced4-f8c7-425d-a77f-60d488934c6e,Arithmetic Sequence,A sequence of numbers in which the difference between consecutive terms is constant.,Sequences,Algebra,1_Curriculum csvs - Number.csv
8b20bf25-ea55-43cb-acf0-a87b068fa412,Sum of an Arithmetic Series,The total obtained by adding all the terms of an arithmetic sequence.,Sequences,Algebra,1_Curriculum csvs - Number.csv
01c74baa-bce5-4e02-acb1-09cb8232affa,Square Numbers,"Numbers that are the square of an integer, represented as n^2.",Indices,Indices,1_Curriculum csvs - Number.csv
d0a1b9f3-4ddb-499d-a05c-5384dd688ca6,Cube Numbers,"Numbers that are the cube of an integer, represented as n^3.",Indices,Indices,1_Curriculum csvs - Number.csv
b6ab13f1-bfea-4196-ac5d-7b0339bba8ae,Square Roots,"The value that, when multiplied by itself, gives the original number, represented as √a.",Indices,Indices,1_Curriculum csvs - Number.csv
b365ff5e-f4a1-4584-8a61-87bbb9566ee3,Reciprocals,"The multiplicative inverse of a number, represented as 1/a, such that a * (1/a) = 1.",Indices,Indices,1_Curriculum csvs - Number.csv
605a5113-8e2e-4536-9e32-137732d397d7,Logarithm Properties,"Rules governing the manipulation of logarithms, including the product, quotient, and power rules.",Logarithms,Algebra,1_Curriculum csvs - Number.csv
b95bc611-5463-4a2d-9051-c2779e57ed67,Surface Area of Rectangular Solids,"The total area of the surface of a rectangular solid, calculated by adding the areas of all its faces.",Surface Area,Geometry,1_Curriculum csvs - Number.csv
e2596f2a-b272-4870-ad72-aa7ed5ecd366,Volume of Rectangular Solids,"The amount of space occupied by a rectangular solid, calculated as length × width × height.",Volume,Geometry,1_Curriculum csvs - Number.csv
fc6b0d95-21bf-4c73-aca9-b3cd35a3f2a7,Circumference of a Circle,"The distance around a circle, calculated as π times the diameter.",Circle Properties,Geometry,1_Curriculum csvs - Number.csv
fcc4a3d1-a111-46bf-b8df-b35958dcf157,Area of a Circle,"The amount of space inside a circle, calculated as π times the square of the radius.",Circle Properties,Geometry,1_Curriculum csvs - Number.csv
d7f8219b-42d0-4100-b47c-24cd4be8eb08,Nets of Solids,Two-dimensional representations of three-dimensional figures that can be folded to form the solid.,Geometry,Geometry,1_Curriculum csvs - Number.csv
d7350c6b-0981-47dd-bf19-3684afa86c51,Arithmetic Operations,Concept referenced in relationship: Arithmetic Operations,Unknown,Unknown,1_Curriculum csvs - Number.csv
aae033eb-a9b6-4e04-b3d2-e59d640c6f9c,Understanding of Fractions,Concept referenced in relationship: Understanding of Fractions,Unknown,Unknown,1_Curriculum csvs - Number.csv
d5649b68-ee9c-4d58-85bc-372ad4843c2b,Understanding of Sequences,Concept referenced in relationship: Understanding of Sequences,Unknown,Unknown,1_Curriculum csvs - Number.csv
1c67a5b4-e272-493d-af91-5d0edfbb7ec9,linear polynomial expression,A polynomial expression where the highest power of the variable is 1.,polynomial expressions,Algebra,8_Texts and Tests 4-Cut down.md
168e607a-eba7-44b2-8665-1a6e306e42b7,quadratic polynomial expression,A polynomial expression where the highest power of the variable is 2.,polynomial expressions,Algebra,8_Texts and Tests 4-Cut down.md
024511b6-57a8-4872-be83-34387412a174,cubic polynomial expression,A polynomial expression where the highest power of the variable is 3.,polynomial expressions,Algebra,8_Texts and Tests 4-Cut down.md
7682d4e8-2787-4402-a875-d07044ecd0c3,binomial expression,A polynomial expression consisting of exactly two terms.,polynomial expressions,Algebra,8_Texts and Tests 4-Cut down.md
f032e564-22c6-417c-91f2-96834d4f9b18,trinomial expression,A polynomial expression consisting of exactly three terms.,polynomial expressions,Algebra,8_Texts and Tests 4-Cut down.md
f4fd9f20-2dbc-413e-b635-bd24f0c80547,coefficient of a polynomial term,The numerical factor multiplying the variable term in a polynomial expression.,polynomial expressions,Algebra,8_Texts and Tests 4-Cut down.md
06542904-0639-40a1-9fe6-c2b9841b8c6a,addition and subtraction of polynomial expressions,Combining like terms by adding or subtracting their coefficients in polynomial expressions.,polynomial operations,Algebra,8_Texts and Tests 4-Cut down.md
1de00d0a-0354-4a56-a7ff-c6473b75b4bd,multiplying polynomial expressions (expanding),Using the distributive law to multiply each term in one polynomial by each term in another polynomial and then simplifying.,polynomial operations,Algebra,8_Texts and Tests 4-Cut down.md
acaf7d24-cb5a-46ed-8fce-d49f84bfa4c4,perfect square polynomial expansion,Expanding expressions of the form (x ± a)^2 into x^2 ± 2ax + a^2.,polynomial identities,Algebra,8_Texts and Tests 4-Cut down.md
5159c721-504a-4dc4-816f-df10bbd8331e,difference of two squares expansion,Expanding expressions of the form (x - a)(x + a) into x^2 - a^2.,polynomial identities,Algebra,8_Texts and Tests 4-Cut down.md
9a2a4cd5-a588-469c-8c9d-4eb78c3c83be,dividing algebraic expressions by a monomial,Simplifying algebraic fractions where the denominator divides each term of the numerator.,algebraic fractions,Algebra,8_Texts and Tests 4-Cut down.md
fb912051-5bec-4abb-b924-f8fa2f1b6eab,dividing algebraic expressions by a factor,Simplifying algebraic fractions where the denominator is a factor of the numerator.,algebraic fractions,Algebra,8_Texts and Tests 4-Cut down.md
38f563f4-28c3-4423-9cbb-fb1eb038fece,polynomial long division,A method for dividing polynomials where the denominator does not directly factor the numerator.,polynomial division,Algebra,8_Texts and Tests 4-Cut down.md
9c26bff1-3625-4ee9-9783-94bdc93feefb,polynomial function evaluation,Substituting a value into a polynomial function and simplifying to find the output.,polynomial functions,Algebra,8_Texts and Tests 4-Cut down.md
28cc7342-f482-4cbf-8ec1-68155a0f69c8,polynomial function with multiple variables,"A polynomial function depending on more than one independent variable, with degree given by the highest power among variables.",polynomial functions,Algebra,8_Texts and Tests 4-Cut down.md
689c3559-27fd-4522-8a6d-3b6b4a254a06,finding width expression from area and length polynomials,Deriving an expression for the width of a rectangle by dividing the area polynomial by the length polynomial.,polynomial functions in context,Algebra,8_Texts and Tests 4-Cut down.md
9e3623b0-6897-4989-ab08-364f3c1a2f6e,perimeter expression from polynomial dimensions,Formulating the perimeter of a rectangle as a polynomial function of one variable using expressions for length and width.,polynomial functions in context,Algebra,8_Texts and Tests 4-Cut down.md
1913eb42-2441-4d8c-a55a-d0abf8810867,factorisation by highest common factor (HCF),Extracting the greatest common monomial factor from all terms of a polynomial expression.,factorisation techniques,Algebra,8_Texts and Tests 4-Cut down.md
50f192bc-ab4c-4836-9fe3-33628db84b18,factorisation by grouping,Grouping terms in pairs or sets to factor out common factors and then factoring the resulting expression.,factorisation techniques,Algebra,8_Texts and Tests 4-Cut down.md
61fe9a77-7266-4580-923e-64dcc23c06fb,factorisation of difference of two squares,Expressing a^2 - b^2 as (a - b)(a + b).,factorisation techniques,Algebra,8_Texts and Tests 4-Cut down.md
1252eb59-1897-4f0a-8fb1-b51fc7e978f6,factorisation of quadratic expressions by trial and error,Finding factors of quadratic expressions by testing pairs of factors of the constant term to match the middle term.,factorisation techniques,Algebra,8_Texts and Tests 4-Cut down.md
490383f7-1d22-4c8c-bdbd-8630379aa176,factorisation of quadratic expressions using quadratic formula,Using the quadratic formula to find roots and then expressing the quadratic as a product of linear factors.,factorisation techniques,Algebra,8_Texts and Tests 4-Cut down.md
d5281b94-4cb4-46c5-bee5-6d934e390f26,factorisation of sum and difference of cubes,Expressing x^3 ± y^3 as (x ± y)(x^2 ∓ xy + y^2).,factorisation techniques,Algebra,8_Texts and Tests 4-Cut down.md
9af47488-64d8-4572-8a63-66253e80dafb,algebraic identity,"An equation true for all values of the variable, often used to find unknown coefficients or to simplify expressions.",algebraic identities,Algebra,8_Texts and Tests 4-Cut down.md
5fedf402-cd7b-469b-b2e1-6de68670dff6,partial fraction decomposition using algebraic identities,Expressing a rational function as a sum of simpler fractions using algebraic identities and solving for constants.,algebraic identities,Algebra,8_Texts and Tests 4-Cut down.md
652f281c-90e7-411c-8d15-0601e9f6ccb1,manipulating formulae to make a variable the subject,Rearranging equations to express one variable explicitly in terms of others.,formula manipulation,Algebra,8_Texts and Tests 4-Cut down.md
ad790d56-0a49-4b1b-acc4-ec01b7a005a0,linear function pattern,"A sequence or function where the difference between consecutive terms is constant, represented by f(x) = mx + c.",algebraic patterns,Algebra,8_Texts and Tests 4-Cut down.md
cc1b920b-9687-499e-b843-d2a91ff7d5c1,quadratic function pattern,"A sequence or function where the second difference between terms is constant, represented by f(x) = ax^2 + bx + c.",algebraic patterns,Algebra,8_Texts and Tests 4-Cut down.md
9eb2780a-52d2-42a8-9805-ff88781dce24,solving linear equations,Finding the value(s) of the variable that satisfy a linear equation.,equation solving,Algebra,8_Texts and Tests 4-Cut down.md
b112676e-0939-4ec6-bfd4-d3fa040747ba,solving quadratic equations by factorisation,Solving quadratic equations by expressing them as products of linear factors and setting each factor to zero.,equation solving,Algebra,8_Texts and Tests 4-Cut down.md
b319d497-9d71-4bbf-8d57-9f318d57f3c9,solving quadratic equations by quadratic formula,Using the quadratic formula to find roots of any quadratic equation.,equation solving,Algebra,8_Texts and Tests 4-Cut down.md
5cc9c541-87f4-4c6c-95e7-2bcb0a9b6890,solving quadratic equations by substitution,Using a substitution to convert a complex equation into a quadratic form and then solving.,equation solving,Algebra,8_Texts and Tests 4-Cut down.md
3574f0a9-7815-4821-9fe3-55a3afaccb30,discriminant of quadratic equation,The expression b^2 - 4ac that determines the nature of the roots of a quadratic equation.,quadratic equations,Algebra,8_Texts and Tests 4-Cut down.md
e91dd20a-8aca-4463-af85-803d9da9d576,nature of quadratic roots,"Classification of roots as real distinct, real equal, or imaginary based on the discriminant.",quadratic equations,Algebra,8_Texts and Tests 4-Cut down.md
3994f4d1-959e-4819-bc1d-4df0b59d8a4f,completing the square,Rewriting a quadratic expression in the form a(x - p)^2 + q to find minimum/maximum values and vertex.,quadratic functions,Algebra,8_Texts and Tests 4-Cut down.md
b4beca11-f8d5-4aaf-93a1-08d369539f8d,surds simplification,Simplifying irrational square roots by factoring out perfect squares and rationalising denominators.,irrational numbers,Algebra,8_Texts and Tests 4-Cut down.md
e393f2ee-5a52-4ac5-a506-3ddc9b559e1d,solving algebraic surd equations,"Solving equations involving square roots by isolating the surd and squaring both sides, checking for extraneous solutions.",equation solving,Algebra,8_Texts and Tests 4-Cut down.md
533305a7-bfa3-41dc-b304-e557ea5edf15,factor theorem,A polynomial f(x) has (x - k) as a factor if and only if f(k) = 0.,polynomial factorisation,Algebra,8_Texts and Tests 4-Cut down.md
c93fcad7-aae2-4b85-8e49-05076ec82d76,factorising cubic polynomials using factor theorem,"Finding an integer root by trial, then dividing the polynomial by the corresponding factor to reduce it to a quadratic.",polynomial factorisation,Algebra,8_Texts and Tests 4-Cut down.md
2be23041-6d64-4e37-8ab8-2008029f6fc2,graphs of cubic polynomials,"Understanding the shape, roots, turning points, and behavior of cubic polynomial graphs.",polynomial functions,Algebra,8_Texts and Tests 4-Cut down.md
82e38df6-d7cc-4732-888e-ccfa4c8bd846,radian measure,"Measuring angles by the length of the arc subtended on a circle of radius one, where 2π radians equals 360 degrees.",angle measurement,Trigonometry,8_Texts and Tests 4-Cut down.md
7cb6d096-9e56-495c-a05d-d360b16be4b8,arc length formula,"Length of an arc l = rθ, where r is radius and θ is angle in radians.",circle geometry,Trigonometry,8_Texts and Tests 4-Cut down.md
7c41f8c6-3e4b-494f-a1c9-e9a089f06f21,area of sector formula,"Area of sector = ½ r² θ, where r is radius and θ is angle in radians.",circle geometry,Trigonometry,8_Texts and Tests 4-Cut down.md
94f639e3-6dc8-4fc7-8717-3e785b6a3eba,basic trigonometric ratios,"Definitions of sine, cosine, and tangent as ratios of sides in a right-angled triangle.",trigonometric ratios,Trigonometry,8_Texts and Tests 4-Cut down.md
203379f7-929c-4615-b253-adab28d496e1,trigonometric ratios of special angles,"Exact sine, cosine, and tangent values for 30°, 45°, and 60° angles.",trigonometric ratios,Trigonometry,8_Texts and Tests 4-Cut down.md
635c91cf-4076-4018-a095-fe8aa002440b,using inverse trigonometric functions on calculator,"Using sin⁻¹, cos⁻¹, tan⁻¹ keys to find angles from given trigonometric ratios.",trigonometric functions,Trigonometry,8_Texts and Tests 4-Cut down.md
be138e9b-a440-4db0-adde-fc4b47cf742c,unit circle coordinates,"Coordinates of a point on the unit circle are (cos θ, sin θ).",trigonometric functions,Trigonometry,8_Texts and Tests 4-Cut down.md
bf97cd60-3af4-4a11-b1ea-92680fd7fee1,signs of trigonometric functions in quadrants,"Determining positive or negative values of sine, cosine, and tangent in each of the four quadrants.",trigonometric functions,Trigonometry,8_Texts and Tests 4-Cut down.md
c4d15f21-8259-474f-b9f5-8935cbc59d5e,area of triangle using sine,"Area = ½ ab sin C, where a and b are sides and C is the included angle.",triangle relationships,Trigonometry,8_Texts and Tests 4-Cut down.md
60f2d593-820d-4a7f-85f2-34e59b60d889,trigonometric problems in three dimensions,Using trigonometry to find lengths and angles in 3D figures by decomposing into triangles.,spatial trigonometry,Trigonometry,8_Texts and Tests 4-Cut down.md
babad99c-6556-45df-a5a5-d599eb0f2462,"graphs of sine, cosine and tangent functions","Periodic graphs with specific ranges, periods, and asymptotes for sine, cosine, and tangent.",trigonometric functions,Trigonometry,8_Texts and Tests 4-Cut down.md
